video,split,scene,resolution,frame,variant,gt_x,gt_y,gt_w,gt_h,gt_area,best_coverage,matched_blob_area,n_blobs_in_frame
00_01_52_to_00_01_58,train,seaside,1920x1080,49,none,216.0,244.0,68.0,42.0,2856.0,0.844538,1089,79
00_01_52_to_00_01_58,train,seaside,1920x1080,50,none,232.0,247.0,68.0,42.0,2856.0,0.857143,1104,96
00_01_52_to_00_01_58,train,seaside,1920x1080,51,none,247.0,247.0,68.0,42.0,2856.0,0.880952,1139,189
00_01_52_to_00_01_58,train,seaside,1920x1080,52,none,265.0,250.0,68.0,42.0,2856.0,0.785714,1106,93
00_01_52_to_00_01_58,train,seaside,1920x1080,53,none,281.0,246.0,68.0,42.0,2856.0,0.857143,1129,110
00_01_52_to_00_01_58,train,seaside,1920x1080,54,none,296.0,246.0,68.0,42.0,2856.0,0.867997,1107,181
00_01_52_to_00_01_58,train,seaside,1920x1080,55,none,314.0,247.0,68.0,42.0,2856.0,0.880952,1162,91
00_01_52_to_00_01_58,train,seaside,1920x1080,56,none,330.0,247.0,68.0,42.0,2856.0,0.880952,1096,99
00_01_52_to_00_01_58,train,seaside,1920x1080,57,none,346.0,250.0,68.0,42.0,2856.0,0.819328,1097,202
00_01_52_to_00_01_58,train,seaside,1920x1080,58,none,362.0,250.0,68.0,42.0,2856.0,0.833333,1114,109
00_01_52_to_00_01_58,train,seaside,1920x1080,59,none,380.0,248.0,68.0,42.0,2856.0,0.831933,1127,104
00_01_52_to_00_01_58,train,seaside,1920x1080,60,none,395.0,246.0,68.0,42.0,2856.0,0.857143,1156,528
00_01_52_to_00_01_58,train,seaside,1920x1080,61,none,415.0,249.0,68.0,42.0,2856.0,0.857143,1139,88
00_01_52_to_00_01_58,train,seaside,1920x1080,62,none,431.0,247.0,68.0,42.0,2856.0,0.844538,1114,118
00_01_52_to_00_01_58,train,seaside,1920x1080,63,none,444.0,247.0,68.0,42.0,2856.0,0.833333,1131,205
00_01_52_to_00_01_58,train,seaside,1920x1080,64,none,460.0,250.0,68.0,42.0,2856.0,0.808824,1121,101
00_01_52_to_00_01_58,train,seaside,1920x1080,65,none,480.0,250.0,68.0,42.0,2856.0,0.821078,1172,102
00_01_52_to_00_01_58,train,seaside,1920x1080,66,none,495.0,251.0,68.0,42.0,2856.0,0.844538,1167,196
00_01_52_to_00_01_58,train,seaside,1920x1080,67,none,513.0,252.0,68.0,42.0,2856.0,0.833333,1160,90
00_01_52_to_00_01_58,train,seaside,1920x1080,68,none,528.0,252.0,68.0,42.0,2856.0,0.833333,1179,102
00_01_52_to_00_01_58,train,seaside,1920x1080,69,none,548.0,252.0,68.0,42.0,2856.0,0.831933,1178,179
00_01_52_to_00_01_58,train,seaside,1920x1080,70,none,561.0,250.0,68.0,42.0,2856.0,0.808824,1160,74
00_01_52_to_00_01_58,train,seaside,1920x1080,71,none,581.0,253.0,68.0,42.0,2856.0,0.844538,1151,77
00_01_52_to_00_01_58,train,seaside,1920x1080,72,none,597.0,253.0,68.0,42.0,2856.0,0.819328,1143,183
00_01_52_to_00_01_58,train,seaside,1920x1080,73,none,612.0,253.0,68.0,42.0,2856.0,0.819328,1193,79
00_01_52_to_00_01_58,train,seaside,1920x1080,74,none,628.0,254.0,68.0,42.0,2856.0,0.806723,1185,80
00_01_52_to_00_01_58,train,seaside,1920x1080,75,none,651.0,254.0,68.0,42.0,2856.0,0.806723,1198,485
00_01_52_to_00_01_58,train,seaside,1920x1080,76,none,664.0,252.0,68.0,42.0,2856.0,0.844538,1192,86
00_01_52_to_00_01_58,train,seaside,1920x1080,77,none,682.0,255.0,68.0,42.0,2856.0,0.844538,1188,82
00_01_52_to_00_01_58,train,seaside,1920x1080,78,none,697.0,255.0,68.0,42.0,2856.0,0.808824,1152,166
00_01_52_to_00_01_58,train,seaside,1920x1080,79,none,715.0,255.0,68.0,42.0,2856.0,0.844538,1170,87
00_01_52_to_00_01_58,train,seaside,1920x1080,80,none,733.0,255.0,68.0,42.0,2856.0,0.831933,1175,89
00_01_52_to_00_01_58,train,seaside,1920x1080,81,none,751.0,258.0,68.0,42.0,2856.0,0.806723,1177,214
00_01_52_to_00_01_58,train,seaside,1920x1080,82,none,766.0,256.0,68.0,42.0,2856.0,0.784314,1157,108
00_01_52_to_00_01_58,train,seaside,1920x1080,83,none,782.0,257.0,68.0,42.0,2856.0,0.806723,1126,92
00_01_52_to_00_01_58,train,seaside,1920x1080,84,none,795.0,257.0,68.0,42.0,2856.0,0.768908,1100,167
00_01_52_to_00_01_58,train,seaside,1920x1080,85,none,818.0,257.0,68.0,42.0,2856.0,0.759804,1188,88
00_01_52_to_00_01_58,train,seaside,1920x1080,86,none,834.0,257.0,68.0,42.0,2856.0,0.738095,1159,120
00_01_52_to_00_01_58,train,seaside,1920x1080,87,none,852.0,262.0,68.0,42.0,2856.0,0.75,1122,211
00_01_52_to_00_01_58,train,seaside,1920x1080,88,none,868.0,260.0,68.0,42.0,2856.0,0.772059,1129,216
00_01_52_to_00_01_58,train,seaside,1920x1080,89,none,884.0,258.0,68.0,42.0,2856.0,0.759804,1172,173
00_01_52_to_00_01_58,train,seaside,1920x1080,90,none,900.0,261.0,68.0,42.0,2856.0,0.781513,1179,499
00_01_52_to_00_01_58,train,seaside,1920x1080,91,none,920.0,261.0,68.0,42.0,2856.0,0.833333,1189,110
00_01_52_to_00_01_58,train,seaside,1920x1080,92,none,935.0,259.0,68.0,42.0,2856.0,0.796569,1195,77
00_01_52_to_00_01_58,train,seaside,1920x1080,93,none,950.0,260.0,68.0,42.0,2856.0,0.784314,1247,236
00_01_52_to_00_01_58,train,seaside,1920x1080,94,none,968.0,261.0,68.0,42.0,2856.0,0.819328,1197,120
00_01_52_to_00_01_58,train,seaside,1920x1080,95,none,988.0,262.0,68.0,42.0,2856.0,0.796569,1236,350
00_01_52_to_00_01_58,train,seaside,1920x1080,96,none,1001.0,263.0,68.0,42.0,2856.0,0.806723,1265,419
00_01_52_to_00_01_58,train,seaside,1920x1080,97,none,1024.0,264.0,68.0,42.0,2856.0,0.831933,1296,156
00_01_52_to_00_01_58,train,seaside,1920x1080,98,none,1035.0,262.0,68.0,42.0,2856.0,0.819328,1277,103
00_01_52_to_00_01_58,train,seaside,1920x1080,99,none,1053.0,262.0,68.0,42.0,2856.0,0.831933,1310,192
00_01_52_to_00_01_58,train,seaside,1920x1080,100,none,1069.0,267.0,68.0,42.0,2856.0,0.880952,1306,87
00_01_52_to_00_01_58,train,seaside,1920x1080,101,none,1084.0,268.0,68.0,42.0,2856.0,0.831933,1338,112
00_01_52_to_00_01_58,train,seaside,1920x1080,102,none,1102.0,266.0,68.0,42.0,2856.0,0.844538,1339,288
00_01_52_to_00_01_58,train,seaside,1920x1080,103,none,1120.0,267.0,68.0,42.0,2856.0,0.844538,1375,154
00_01_52_to_00_01_58,train,seaside,1920x1080,104,none,1138.0,268.0,68.0,42.0,2856.0,0.880952,1396,110
00_01_52_to_00_01_58,train,seaside,1920x1080,105,none,1153.0,269.0,68.0,42.0,2856.0,0.904762,1425,520
00_01_52_to_00_01_58,train,seaside,1920x1080,106,none,1168.0,267.0,68.0,42.0,2856.0,0.914916,1425,86
00_01_52_to_00_01_58,train,seaside,1920x1080,107,none,1186.0,268.0,68.0,42.0,2856.0,0.904762,1438,117
00_01_52_to_00_01_58,train,seaside,1920x1080,108,none,1202.0,266.0,68.0,42.0,2856.0,0.857143,1486,214
00_01_52_to_00_01_58,train,seaside,1920x1080,109,none,1217.0,267.0,74.0,44.0,3256.0,0.818182,1506,270
00_01_52_to_00_01_58,train,seaside,1920x1080,110,none,1233.0,268.0,74.0,44.0,3256.0,0.886364,1496,395
00_01_52_to_00_01_58,train,seaside,1920x1080,111,none,1249.0,266.0,74.0,44.0,3256.0,0.807125,1542,788
00_01_52_to_00_01_58,train,seaside,1920x1080,112,none,1265.0,271.0,74.0,44.0,3256.0,0.840909,1511,594
00_01_52_to_00_01_58,train,seaside,1920x1080,113,none,1281.0,269.0,74.0,44.0,3256.0,0.851966,1503,515
00_01_52_to_00_01_58,train,seaside,1920x1080,114,none,1294.0,270.0,74.0,44.0,3256.0,0.863636,1498,397
00_01_52_to_00_01_58,train,seaside,1920x1080,115,none,1310.0,270.0,74.0,44.0,3256.0,0.828624,1468,123
00_01_52_to_00_01_58,train,seaside,1920x1080,116,none,1325.0,273.0,74.0,44.0,3256.0,0.806818,1381,78
00_01_52_to_00_01_58,train,seaside,1920x1080,117,none,1343.0,273.0,74.0,44.0,3256.0,0.886364,1427,140
00_01_52_to_00_01_58,train,seaside,1920x1080,118,none,1359.0,271.0,74.0,44.0,3256.0,0.840909,1418,72
00_01_52_to_00_01_58,train,seaside,1920x1080,119,none,1374.0,274.0,74.0,44.0,3256.0,0.863636,1463,68
00_01_52_to_00_01_58,train,seaside,1920x1080,120,none,1392.0,272.0,74.0,44.0,3256.0,0.818182,1474,599
00_01_52_to_00_01_58,train,seaside,1920x1080,121,none,1408.0,273.0,74.0,44.0,3256.0,0.863636,1458,310
00_01_52_to_00_01_58,train,seaside,1920x1080,122,none,1424.0,273.0,74.0,44.0,3256.0,0.818182,1465,676
00_01_52_to_00_01_58,train,seaside,1920x1080,123,none,1440.0,274.0,74.0,44.0,3256.0,0.840295,1468,740
00_01_52_to_00_01_58,train,seaside,1920x1080,124,none,1455.0,277.0,74.0,44.0,3256.0,0.840909,1455,413
00_01_52_to_00_01_58,train,seaside,1920x1080,125,none,1471.0,277.0,74.0,44.0,3256.0,0.884521,1422,144
00_01_52_to_00_01_58,train,seaside,1920x1080,126,none,1484.0,278.0,74.0,44.0,3256.0,0.863636,1439,193
00_01_52_to_00_01_58,train,seaside,1920x1080,127,none,1497.0,278.0,74.0,44.0,3256.0,0.863636,1391,76
00_01_52_to_00_01_58,train,seaside,1920x1080,128,none,1513.0,278.0,74.0,44.0,3256.0,0.863636,1423,63
00_01_52_to_00_01_58,train,seaside,1920x1080,129,none,1529.0,278.0,74.0,44.0,3256.0,0.863636,1380,181
00_01_52_to_00_01_58,train,seaside,1920x1080,130,none,1544.0,279.0,74.0,44.0,3256.0,0.840909,1375,96
00_01_52_to_00_01_58,train,seaside,1920x1080,131,none,1555.0,280.0,74.0,44.0,3256.0,0.863636,1441,260
00_01_52_to_00_01_58,train,seaside,1920x1080,132,none,1571.0,283.0,74.0,44.0,3256.0,0.840909,1414,451
00_01_52_to_00_01_58,train,seaside,1920x1080,133,none,1586.0,283.0,74.0,44.0,3256.0,0.829545,1397,622
00_01_52_to_00_01_58,train,seaside,1920x1080,134,none,1602.0,284.0,74.0,44.0,3256.0,0.840909,1314,565
00_01_52_to_00_01_58,train,seaside,1920x1080,135,none,1613.0,280.0,74.0,44.0,3256.0,0.806818,1349,821
00_01_52_to_00_01_58,train,seaside,1920x1080,136,none,1631.0,283.0,74.0,44.0,3256.0,0.863636,1270,219
00_01_52_to_00_01_58,train,seaside,1920x1080,137,none,1644.0,283.0,74.0,44.0,3256.0,0.795455,1232,258
00_01_52_to_00_01_58,train,seaside,1920x1080,138,none,1660.0,283.0,74.0,44.0,3256.0,0.840909,1312,396
00_01_52_to_00_01_58,train,seaside,1920x1080,139,none,1675.0,284.0,74.0,44.0,3256.0,0.863636,1355,561
00_01_52_to_00_01_58,train,seaside,1920x1080,140,none,1690.0,285.0,74.0,44.0,3256.0,0.840909,1331,553
00_01_52_to_00_01_58,train,seaside,1920x1080,141,none,1705.0,286.0,74.0,44.0,3256.0,0.851966,1319,471
00_01_52_to_00_01_58,train,seaside,1920x1080,142,none,1716.0,286.0,74.0,44.0,3256.0,0.840909,1272,189
00_01_52_to_00_01_58,train,seaside,1920x1080,143,none,1731.0,287.0,74.0,44.0,3256.0,0.840909,1292,137
00_01_52_to_00_01_58,train,seaside,1920x1080,144,none,1746.0,287.0,74.0,44.0,3256.0,0.863636,1261,164
00_01_52_to_00_01_58,train,seaside,1920x1080,145,none,1759.0,285.0,74.0,44.0,3256.0,0.840909,1267,52
00_01_52_to_00_01_58,train,seaside,1920x1080,146,none,1774.0,286.0,74.0,44.0,3256.0,0.829545,1282,74
00_01_52_to_00_01_58,train,seaside,1920x1080,147,none,1782.0,287.0,74.0,44.0,3256.0,0.840909,1294,167
00_01_52_to_00_01_58,train,seaside,1920x1080,148,none,1804.0,287.0,74.0,44.0,3256.0,0.795455,1356,154
00_01_52_to_00_01_58,train,seaside,1920x1080,149,none,1814.0,287.0,74.0,44.0,3256.0,0.840909,1316,280
00_01_52_to_00_01_58,train,seaside,1920x1080,150,none,1827.0,287.0,74.0,44.0,3256.0,0.863636,1496,1047
00_01_52_to_00_01_58,train,seaside,1920x1080,151,none,1838.0,288.0,74.0,44.0,3256.0,0.840909,1484,564
00_01_52_to_00_01_58,train,seaside,1920x1080,152,none,1855.0,291.0,61.0,43.0,2623.0,0.860465,1393,388
00_01_52_to_00_01_58,train,seaside,1920x1080,153,none,1863.0,290.0,56.0,46.0,2576.0,0.826087,1150,240
00_01_52_to_00_01_58,train,seaside,1920x1080,154,none,1879.0,290.0,56.0,46.0,2576.0,0.541149,855,87
00_01_52_to_00_01_58,train,seaside,1920x1080,155,none,1879.0,290.0,56.0,46.0,2576.0,0.298137,372,86
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,0,none,708.0,757.0,15.0,13.0,195.0,1.0,2073600,1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,1,none,707.0,758.0,15.0,12.0,180.0,1.0,2073600,1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,2,none,707.0,757.0,15.0,13.0,195.0,1.0,2073600,1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,3,none,706.0,759.0,16.0,11.0,176.0,1.0,2073600,1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,4,none,703.0,758.0,18.0,11.0,198.0,0.30303,40,191
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,5,none,704.0,758.0,16.0,12.0,192.0,0.34375,39,89
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,6,none,703.0,758.0,18.0,12.0,216.0,0.277778,37,47
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,7,none,701.0,758.0,17.0,11.0,187.0,0.352941,33,29
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,8,none,701.0,758.0,17.0,12.0,204.0,0.264706,28,101
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,9,none,699.0,757.0,19.0,11.0,209.0,0.215311,29,110
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,10,none,698.0,758.0,19.0,12.0,228.0,0.131579,16,124
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,11,none,700.0,758.0,15.0,10.0,150.0,0.48,29,144
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,12,none,700.0,757.0,15.0,12.0,180.0,0.272222,25,285
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,13,none,699.0,758.0,13.0,12.0,156.0,0.358974,28,268
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,14,none,698.0,757.0,14.0,12.0,168.0,0.333333,29,248
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,15,none,696.0,758.0,16.0,11.0,176.0,0.363636,32,350
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,16,none,695.0,758.0,16.0,12.0,192.0,0.333333,31,315
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,17,none,694.0,758.0,15.0,12.0,180.0,0.311111,27,346
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,18,none,694.0,757.0,16.0,12.0,192.0,0.25,29,320
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,19,none,693.0,757.0,17.0,11.0,187.0,0.336898,34,270
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,20,none,693.0,757.0,15.0,11.0,165.0,0.327273,30,258
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,21,none,692.0,758.0,15.0,11.0,165.0,0.212121,18,299
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,22,none,692.0,758.0,16.0,11.0,176.0,0.357955,31,285
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,23,none,692.0,758.0,14.0,11.0,154.0,0.155844,16,304
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,24,none,690.0,757.0,16.0,12.0,192.0,0.125,17,522
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,25,none,690.0,758.0,14.0,11.0,154.0,0.194805,17,461
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,26,none,690.0,758.0,15.0,11.0,165.0,0.466667,38,447
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,27,none,689.0,757.0,15.0,11.0,165.0,0.212121,17,455
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,28,none,688.0,757.0,16.0,11.0,176.0,0.238636,20,465
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,29,none,688.0,757.0,15.0,11.0,165.0,0.381818,37,461
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,30,none,687.0,756.0,16.0,12.0,192.0,0.145833,18,440
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,31,none,686.0,757.0,14.0,10.0,140.0,0.214286,19,453
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,32,none,685.0,756.0,16.0,12.0,192.0,0.401042,40,549
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,33,none,684.0,756.0,16.0,12.0,192.0,0.1875,23,582
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,34,none,684.0,756.0,15.0,13.0,195.0,0.184615,17,554
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,35,none,683.0,756.0,16.0,13.0,208.0,0.461538,46,495
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,36,none,682.0,755.0,16.0,12.0,192.0,0.541667,47,599
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,37,none,681.0,755.0,16.0,14.0,224.0,0.21875,24,543
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,38,none,681.0,755.0,16.0,13.0,208.0,0.461538,43,506
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,39,none,680.0,754.0,16.0,14.0,224.0,0.375,49,538
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,40,none,678.0,754.0,18.0,14.0,252.0,0.361111,48,569
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,41,none,677.0,753.0,19.0,15.0,285.0,0.336842,47,585
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,42,none,676.0,753.0,19.0,15.0,285.0,0.336842,49,612
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,43,none,676.0,753.0,19.0,15.0,285.0,0.410526,53,585
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,44,none,675.0,753.0,19.0,15.0,285.0,0.392982,48,621
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,45,none,675.0,753.0,19.0,15.0,285.0,0.410526,53,650
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,46,none,674.0,753.0,19.0,15.0,285.0,0.364912,53,625
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,47,none,674.0,753.0,19.0,15.0,285.0,0.364912,48,584
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,48,none,672.0,753.0,19.0,15.0,285.0,0.392982,54,699
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,49,none,672.0,752.0,19.0,15.0,285.0,0.364912,52,635
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,50,none,671.0,752.0,19.0,15.0,285.0,0.392982,49,580
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,51,none,670.0,752.0,19.0,15.0,285.0,0.442105,54,598
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,52,none,669.0,752.0,19.0,15.0,285.0,0.473684,59,585
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,53,none,669.0,752.0,19.0,15.0,285.0,0.442105,64,604
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,54,none,668.0,752.0,19.0,15.0,285.0,0.442105,62,609
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,55,none,667.0,751.0,19.0,15.0,285.0,0.442105,58,573
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,56,none,666.0,751.0,19.0,15.0,285.0,0.421053,60,566
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,57,none,666.0,751.0,19.0,15.0,285.0,0.392982,58,582
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,58,none,666.0,751.0,19.0,15.0,285.0,0.364912,56,552
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,59,none,666.0,751.0,19.0,15.0,285.0,0.392982,55,537
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,60,none,665.0,751.0,19.0,15.0,285.0,0.442105,63,609
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,61,none,665.0,751.0,17.0,14.0,238.0,0.529412,60,570
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,62,none,662.0,750.0,17.0,15.0,255.0,0.219608,27,562
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,63,none,662.0,751.0,17.0,13.0,221.0,0.253394,33,597
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,64,none,662.0,751.0,16.0,12.0,192.0,0.703125,65,581
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,65,none,661.0,751.0,15.0,13.0,195.0,0.646154,65,606
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,66,none,659.0,751.0,19.0,11.0,209.0,0.602871,65,651
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,67,none,659.0,751.0,18.0,11.0,198.0,0.363636,36,590
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,68,none,658.0,749.0,19.0,15.0,285.0,0.473684,72,579
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,69,none,658.0,749.0,19.0,15.0,285.0,0.392982,67,633
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,70,none,657.0,749.0,19.0,15.0,285.0,0.196491,33,620
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,71,none,655.0,749.0,19.0,15.0,285.0,0.196491,36,549
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,72,none,655.0,749.0,19.0,15.0,285.0,0.421053,68,655
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,73,none,654.0,748.0,19.0,15.0,285.0,0.421053,68,610
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,74,none,653.0,748.0,19.0,15.0,285.0,0.442105,65,591
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,75,none,652.0,748.0,19.0,15.0,285.0,0.224561,35,631
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,76,none,652.0,748.0,19.0,15.0,285.0,0.505263,70,595
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,77,none,651.0,748.0,19.0,15.0,285.0,0.505263,68,621
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,78,none,650.0,748.0,19.0,15.0,285.0,0.473684,70,622
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,79,none,649.0,748.0,19.0,15.0,285.0,0.224561,33,549
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,80,none,648.0,748.0,19.0,15.0,285.0,0.449123,65,544
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,81,none,647.0,748.0,19.0,15.0,285.0,0.421053,70,603
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,82,none,646.0,748.0,19.0,15.0,285.0,0.196491,35,569
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,83,none,645.0,748.0,19.0,15.0,285.0,0.224561,35,542
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,84,none,644.0,748.0,19.0,15.0,285.0,0.449123,71,628
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,85,none,643.0,748.0,19.0,15.0,285.0,0.505263,74,580
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,86,none,642.0,748.0,19.0,15.0,285.0,0.421053,71,558
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,87,none,642.0,748.0,19.0,14.0,266.0,0.541353,68,615
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,88,none,643.0,749.0,17.0,12.0,204.0,0.352941,40,596
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,89,none,642.0,748.0,20.0,13.0,260.0,0.553846,73,624
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,90,none,640.0,748.0,20.0,14.0,280.0,0.514286,73,642
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,91,none,640.0,748.0,18.0,12.0,216.0,0.62963,74,601
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,92,none,638.0,747.0,19.0,15.0,285.0,0.224561,39,610
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,93,none,637.0,747.0,19.0,15.0,285.0,0.252632,35,645
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,94,none,636.0,747.0,19.0,15.0,285.0,0.536842,81,619
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,95,none,636.0,747.0,19.0,15.0,285.0,0.568421,85,558
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,96,none,635.0,747.0,19.0,15.0,285.0,0.568421,80,626
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,97,none,635.0,747.0,19.0,15.0,285.0,0.536842,79,574
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,98,none,633.0,746.0,19.0,15.0,285.0,0.536842,77,568
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,99,none,632.0,746.0,19.0,14.0,266.0,0.304511,39,564
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,100,none,631.0,747.0,21.0,14.0,294.0,0.578231,88,512
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,101,none,631.0,748.0,19.0,13.0,247.0,0.688259,88,526
