video,split,scene,resolution,variant,frames_processed,bin_lo,bin_hi,count
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,379.6028,403.3193,22
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,403.3193,428.5177,22
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,428.5177,455.2903,28
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,455.2903,483.7357,32
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,483.7357,513.9582,24
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,513.9582,546.069,13
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,546.069,580.1859,18
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,580.1859,616.4344,20
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,616.4344,654.9476,17
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,654.9476,695.867,12
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,695.867,739.3429,3
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,785.5351,834.6133,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,834.6133,886.7577,4
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,886.7577,942.16,17
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,942.16,1001.0237,5
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1001.0237,1063.565,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1063.565,1130.0138,4
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1130.0138,1200.6141,6
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1200.6141,1275.6253,17
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1275.6253,1355.323,17
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1355.323,1440.0,7
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1440.0,1529.9674,14
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1529.9674,1625.5557,8
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1625.5557,1727.1162,15
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1727.1162,1835.0219,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1835.0219,1949.6692,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1949.6692,2071.4794,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,2071.4794,2200.9,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,2200.9,2338.4064,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1951665.1031,2073600.0,4
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1.0,1.0625,233059
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1.9477,2.0694,37309
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,2.9768,3.1628,8437
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,3.7934,4.0304,3671
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,4.8341,5.1361,1745
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,5.7979,6.1601,1010
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,6.9539,7.3884,628
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,7.85,8.3404,438
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,8.8615,9.4152,279
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,9.4152,10.0034,221
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,10.6284,11.2924,218
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,11.998,12.7476,197
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,12.7476,13.544,162
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,13.544,14.3902,146
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,14.3902,15.2892,128
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,15.2892,16.2445,135
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,16.2445,17.2594,114
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,17.2594,18.3377,132
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,18.3377,19.4834,102
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,19.4834,20.7007,96
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,20.7007,21.994,100
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,21.994,23.3681,159
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,23.3681,24.8281,70
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,24.8281,26.3793,117
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,26.3793,28.0274,79
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,28.0274,29.7785,35
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,29.7785,31.639,46
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,31.639,33.6157,27
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,33.6157,35.7159,23
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,35.7159,37.9473,28
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,37.9473,40.3182,27
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,40.3182,42.8372,19
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,42.8372,45.5135,25
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,45.5135,48.3571,29
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,48.3571,51.3783,39
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,51.3783,54.5883,31
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,54.5883,57.9988,30
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,57.9988,61.6224,34
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,61.6224,65.4724,36
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,65.4724,69.563,39
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,69.563,73.9091,21
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,73.9091,78.5267,16
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,78.5267,83.4329,26
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,83.4329,88.6455,21
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,88.6455,94.1839,17
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,94.1839,100.0682,14
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,100.0682,106.3202,11
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,106.3202,112.9628,10
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,112.9628,120.0205,15
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,120.0205,127.519,8
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,127.519,135.4861,10
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,135.4861,143.9509,9
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,143.9509,152.9446,10
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,152.9446,162.5001,14
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,162.5001,172.6527,16
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,172.6527,183.4396,20
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,183.4396,194.9004,22
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,194.9004,207.0773,11
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,207.0773,220.0149,13
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,220.0149,233.7609,11
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,233.7609,248.3657,8
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,248.3657,263.8829,14
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,263.8829,280.3696,8
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,280.3696,297.8864,11
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,297.8864,316.4975,14
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,316.4975,336.2714,6
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,336.2714,357.2808,9
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,357.2808,379.6028,6
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,379.6028,403.3193,7
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,403.3193,428.5177,5
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,428.5177,455.2903,2
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,455.2903,483.7357,6
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,483.7357,513.9582,2
