video,frame,cost_ratio,n_boxes
gopro_000,78,349.853201,2
gopro_000,79,233.193075,2
gopro_000,80,204.531984,2
gopro_000,81,329.256957,2
gopro_000,82,232.346049,2
gopro_000,83,199.299644,2
gopro_000,84,200.56583,2
gopro_000,85,231.873114,2
gopro_000,86,328.316929,2
gopro_000,87,203.455422,2
gopro_000,88,231.22124,2
gopro_000,89,166.225312,2
gopro_000,90,140.003662,2
gopro_000,91,154.640853,2
gopro_000,92,165.002719,2
gopro_000,93,120.996295,2
gopro_000,94,234.174639,2
gopro_000,95,148.823149,2
gopro_000,96,168.034835,2
gopro_000,97,143.455117,2
gopro_000,98,148.147911,2
gopro_000,99,125.093211,2
gopro_000,100,152.594249,2
gopro_000,101,176.982687,2
gopro_000,102,146.752486,2
gopro_000,103,146.225335,2
gopro_000,104,123.953353,2
gopro_000,105,145.728651,2
gopro_000,106,175.067369,2
gopro_000,107,150.770634,2
gopro_000,108,123.087882,2
gopro_000,109,130.895916,2
gopro_000,110,235.860111,2
gopro_000,111,155.15888,2
gopro_000,112,129.395512,2
gopro_000,113,125.638149,2
gopro_000,114,158.43103,2
gopro_000,115,152.425756,2
gopro_000,116,127.135551,2
gopro_000,117,169.124285,2
gopro_000,118,151.197076,2
gopro_000,119,138.343312,2
gopro_000,120,160.235527,2
gopro_000,121,117.424368,2
gopro_000,122,132.124121,2
gopro_000,123,161.785234,2
gopro_000,124,119.452839,2
gopro_000,125,128.944916,2
gopro_000,126,112.913517,2
gopro_000,127,152.290313,2
gopro_000,128,129.495535,2
gopro_000,129,143.060867,2
gopro_000,130,194.596594,2
gopro_000,131,150.150772,2
gopro_000,132,123.70598,2
gopro_000,133,136.82535,2
gopro_000,134,223.037793,2
gopro_000,135,150.862405,2
gopro_000,136,114.356921,2
gopro_000,137,134.668788,2
gopro_000,138,168.425967,2
gopro_000,139,175.515281,2
gopro_000,140,142.854,2
gopro_000,141,128.604759,2
gopro_000,142,169.856653,2
gopro_000,143,125.848781,2
gopro_000,144,119.340152,2
gopro_000,145,163.472579,2
gopro_000,146,121.394247,2
gopro_000,147,131.866501,2
gopro_000,148,157.820073,2
gopro_000,149,147.80563,2
gopro_000,150,145.809822,2
gopro_000,151,108.357222,2
gopro_000,152,142.124609,2
gopro_000,153,106.230231,2
gopro_000,154,122.698827,2
gopro_000,155,135.299684,2
gopro_000,156,100.447133,2
gopro_000,157,131.614987,2
gopro_000,158,129.619848,2
gopro_000,159,95.128004,2
gopro_000,160,108.903497,2
gopro_000,161,133.129911,2
gopro_000,162,90.954226,2
gopro_000,163,97.098557,2
gopro_000,164,102.589565,2
gopro_000,165,100.997049,2
gopro_000,166,102.59188,2
gopro_000,167,84.036741,2
gopro_000,168,96.011249,2
gopro_000,169,94.618201,2
gopro_000,170,97.224577,2
gopro_000,171,77.746098,2
gopro_000,172,90.043615,2
gopro_000,173,60.37059,2
gopro_000,174,97.538222,2
gopro_000,175,96.066433,2
gopro_000,176,64.501593,2
gopro_000,177,76.588924,2
gopro_000,178,91.088673,2
gopro_000,179,45.558623,2
gopro_000,180,47.915866,2
gopro_000,181,39.866537,2
gopro_000,182,44.929723,2
gopro_000,183,40.197778,2
gopro_000,184,39.188624,2
gopro_000,185,40.307652,2
gopro_000,186,33.334063,2
gopro_000,187,37.324418,2
gopro_000,188,33.175007,2
gopro_000,189,27.49454,2
gopro_000,190,33.810249,2
gopro_000,191,25.416153,2
gopro_000,192,27.405633,2
gopro_000,193,24.909354,2
gopro_000,194,20.804125,2
gopro_000,195,23.329284,2
gopro_000,196,19.219276,2
gopro_000,197,22.879612,2
gopro_000,198,16.623111,2
gopro_000,199,18.146512,2
gopro_000,200,22.469919,2
gopro_000,201,16.768279,2
gopro_000,202,18.431789,2
gopro_000,203,15.88268,2
gopro_000,204,13.622338,2
gopro_000,205,15.190854,2
gopro_000,206,12.489243,2
gopro_000,207,15.145534,2
gopro_000,208,10.896771,2
gopro_000,209,16.225574,2
gopro_000,210,12.234137,2
gopro_000,211,15.913838,2
gopro_000,212,12.907655,2
gopro_000,213,15.32778,2
gopro_000,214,21.145558,2
gopro_000,215,13.954442,2
gopro_000,216,18.155845,2
gopro_000,217,14.314018,2
gopro_000,218,19.408455,2
gopro_000,219,26.360724,2
gopro_000,220,26.962991,2
gopro_000,221,26.106076,2
gopro_000,222,21.716714,2
gopro_000,223,39.790073,2
gopro_000,224,25.477487,2
gopro_000,225,24.026463,2
gopro_000,226,32.755584,2
gopro_000,227,32.41623,2
gopro_000,228,32.734032,2
gopro_000,229,34.139185,2
gopro_000,230,47.278513,2
gopro_000,231,32.032935,2
gopro_000,232,37.324913,2
gopro_000,233,32.901491,2
gopro_000,234,107.29098,2
gopro_000,235,41.042762,2
gopro_000,236,37.520368,2
gopro_000,237,58.080256,2
gopro_000,238,44.644731,2
gopro_000,239,49.416418,2
gopro_000,240,41.29404,2
gopro_000,241,54.972459,2
gopro_000,242,52.51536,2
gopro_000,243,45.99405,2
gopro_000,244,45.069014,2
gopro_000,245,52.109533,2
gopro_000,246,69.029173,2
gopro_000,247,51.256347,2
gopro_000,248,55.210386,2
gopro_000,249,30.238921,2
gopro_000,250,29.330636,2
gopro_000,251,48.689358,2
gopro_000,252,30.796817,2
gopro_000,253,31.096862,2
gopro_000,254,39.24623,2
gopro_000,255,40.673521,2
gopro_000,256,46.751675,2
gopro_000,257,35.309613,2
gopro_000,258,49.627906,2
gopro_000,259,51.155682,2
gopro_000,260,33.861612,2
gopro_000,261,46.151863,2
gopro_000,262,44.417711,2
gopro_000,263,59.218251,2
gopro_000,264,49.964647,2
gopro_000,265,42.476396,2
gopro_000,266,65.306196,2
gopro_000,267,45.274607,2
gopro_000,268,58.062798,2
gopro_000,269,65.229967,2
gopro_000,270,61.206413,2
gopro_000,271,80.303035,2
gopro_000,272,64.201025,2
gopro_000,273,71.782117,2
gopro_000,274,67.965336,2
gopro_000,275,81.808608,2
gopro_000,276,74.896183,2
gopro_000,277,61.677265,2
gopro_000,278,96.71992,2
gopro_000,279,63.801285,2
gopro_000,280,89.503063,2
gopro_000,281,62.262804,2
gopro_000,282,76.588582,2
gopro_000,283,86.228575,2
gopro_000,284,67.693547,2
gopro_000,285,79.247758,2
gopro_000,286,65.718799,2
gopro_000,287,96.771319,2
gopro_000,288,70.641599,2
gopro_000,289,81.694996,2
gopro_000,290,85.100191,2
gopro_000,291,72.886712,2
gopro_000,292,99.234497,2
gopro_000,293,77.06274,2
gopro_000,294,72.418048,2
gopro_000,295,83.355859,2
gopro_000,296,90.505787,2
gopro_000,297,114.737804,2
gopro_000,298,75.411353,2
gopro_000,299,109.84531,2
gopro_000,300,99.369191,2
gopro_000,301,115.855023,2
gopro_000,302,113.684338,2
gopro_000,303,160.653966,2
gopro_000,304,103.560333,2
gopro_000,305,117.353428,2
gopro_000,306,122.209589,2
gopro_000,307,107.299679,2
gopro_000,308,121.228447,2
gopro_000,309,152.322045,2
gopro_000,310,140.256648,2
gopro_000,311,127.892679,2
gopro_000,312,157.891067,2
gopro_000,313,120.612141,2
gopro_000,314,161.475339,2
gopro_000,315,185.581633,2
gopro_000,316,123.719273,2
gopro_000,317,139.189582,2
gopro_000,318,192.195878,2
gopro_000,319,153.508471,2
gopro_000,320,165.720207,2
gopro_000,321,155.116992,2
gopro_000,322,162.413597,2
gopro_000,323,140.487727,2
gopro_000,324,146.996021,2
gopro_000,325,162.309965,2
gopro_000,326,163.595471,2
gopro_000,327,147.365008,2
gopro_000,328,166.020027,2
gopro_000,329,245.371092,2
gopro_000,330,155.348459,2
gopro_000,331,189.121805,2
gopro_000,332,170.843323,2
gopro_000,333,252.453101,2
gopro_000,334,250.980492,2
gopro_000,335,174.187572,2
gopro_000,336,195.516886,2
gopro_000,337,162.869518,2
gopro_000,338,260.923478,2
gopro_000,339,295.688456,2
gopro_000,340,181.649415,2
gopro_000,341,257.838268,2
gopro_000,342,298.286822,2
gopro_000,343,204.07747,2
gopro_000,344,198.220991,2
gopro_000,345,259.832684,2
gopro_000,346,300.59395,2
gopro_000,347,205.653337,2
gopro_000,348,261.784188,2
gopro_000,349,400.502485,2
gopro_000,350,209.917883,2
gopro_000,351,496.086287,2
gopro_000,352,208.408956,2
gopro_000,353,334.346111,2
gopro_000,354,398.923086,2
gopro_000,355,236.027438,2
gopro_000,356,398.881218,2
gopro_000,357,188.923871,2
gopro_000,358,494.662787,2
gopro_000,359,259.855698,2
gopro_000,360,417.918663,2
gopro_000,361,247.700752,2
gopro_000,362,412.893763,2
gopro_000,363,244.810179,2
gopro_000,364,232.948837,2
gopro_000,365,405.102774,2
gopro_000,366,240.058923,2
gopro_000,367,400.078127,2
gopro_000,368,245.695684,2
gopro_000,369,291.631499,2
gopro_000,370,225.511776,2
gopro_000,371,311.287717,2
gopro_000,372,262.679715,2
gopro_000,373,284.534307,2
gopro_000,374,244.540144,2
gopro_000,375,257.151753,2
gopro_000,376,300.696329,2
gopro_000,377,214.669913,2
gopro_000,378,273.542413,2
gopro_000,379,268.784563,2
gopro_000,380,267.10524,2
gopro_000,381,329.732361,2
gopro_000,382,264.671874,2
gopro_000,383,172.647574,2
gopro_000,384,257.543641,2
gopro_000,385,240.522646,2
gopro_000,386,352.156931,2
gopro_000,387,216.720408,2
gopro_000,388,236.729795,2
gopro_000,389,406.316625,2
gopro_000,390,692.099706,2
gopro_000,391,312.68602,2
gopro_000,392,325.11572,2
gopro_000,393,570.367864,2
gopro_000,394,271.268727,2
gopro_000,395,456.263694,2
gopro_000,396,309.397048,2
gopro_000,397,340.400535,2
gopro_000,398,397.911875,2
gopro_000,399,210.085589,2
gopro_000,400,164.308759,2
gopro_000,401,196.682959,2
gopro_000,402,309.443953,2
gopro_000,403,227.013066,2
gopro_000,404,152.526758,2
gopro_000,405,313.981779,2
gopro_000,406,201.609906,2
gopro_000,407,170.610868,2
gopro_000,408,220.69324,2
gopro_000,409,172.331233,2
gopro_000,410,157.619732,2
gopro_000,411,179.484756,2
gopro_000,412,159.377902,2
gopro_000,413,220.227341,2
gopro_000,414,140.842088,2
gopro_000,415,161.441187,2
gopro_000,416,183.812779,2
gopro_000,417,163.200316,2
gopro_000,418,180.416702,2
gopro_000,419,234.22899,2
gopro_000,420,233.33251,2
gopro_000,421,221.741949,2
gopro_000,422,270.649672,2
gopro_000,423,199.62055,2
gopro_000,424,197.36201,2
gopro_000,425,236.152193,2
gopro_000,426,262.746794,2
gopro_000,427,273.549331,2
gopro_000,428,210.468932,2
gopro_000,429,298.241593,2
gopro_000,430,211.309498,2
gopro_000,431,345.193395,2
gopro_000,432,252.307307,2
gopro_000,433,228.566638,2
gopro_000,434,221.162874,2
gopro_000,435,239.739349,2
gopro_000,436,425.390096,2
gopro_000,437,223.50538,2
gopro_000,438,277.720864,2
gopro_000,439,307.35678,2
gopro_000,440,480.042164,2
gopro_000,441,241.263855,2
gopro_000,442,517.015119,2
gopro_000,443,346.119887,2
gopro_000,444,345.775941,2
gopro_000,445,514.713483,2
gopro_000,446,239.809036,2
gopro_000,447,476.438472,2
gopro_000,448,303.812239,2
gopro_000,449,449.978881,2
gopro_000,450,542.045603,2
gopro_000,451,634.528266,2
gopro_000,452,360.998821,2
gopro_000,453,447.940451,2
gopro_000,454,381.551473,2
gopro_000,455,358.962294,2
gopro_000,456,630.724312,2
gopro_000,457,537.939081,2
gopro_000,458,444.726817,2
gopro_000,459,253.083548,2
gopro_000,460,356.910201,2
gopro_000,461,341.556483,2
gopro_000,462,245.542993,2
gopro_000,463,250.26786,2
gopro_000,464,352.881072,2
gopro_000,465,243.842114,2
gopro_000,466,337.322473,2
gopro_000,467,350.561265,2
gopro_000,468,247.219138,2
gopro_000,469,241.232495,2
gopro_000,470,305.730018,2
gopro_000,471,232.006893,2
gopro_000,472,356.916634,2
gopro_000,473,215.11864,2
gopro_000,474,464.307951,2
gopro_000,475,214.935514,2
gopro_000,476,355.361075,2
gopro_000,477,229.859262,2
gopro_000,478,302.643037,2
gopro_000,479,238.580897,2
gopro_001,1,1554.776192,2
gopro_001,2,960.010501,2
gopro_001,3,1035.584273,2
gopro_001,4,1552.87862,2
gopro_001,5,1096.710123,2
gopro_001,6,2191.375232,2
gopro_001,7,1547.995481,2
gopro_001,8,807.670051,2
gopro_001,10,806.68008,2
gopro_001,11,805.741026,2
gopro_001,13,770.308185,2
gopro_001,15,726.511723,2
gopro_001,16,768.4689,2
gopro_001,18,635.46908,2
gopro_001,19,547.230835,2
gopro_001,20,724.873906,2
gopro_001,21,948.564924,2
gopro_001,22,605.950787,2
gopro_001,23,724.503161,2
gopro_001,24,1022.648256,2
gopro_001,25,605.641227,2
gopro_001,26,1022.197258,2
gopro_001,27,723.664258,2
gopro_001,28,722.359242,2
gopro_001,29,216.212316,2
gopro_001,30,308.150631,2
gopro_001,31,243.070417,2
gopro_001,32,221.528113,2
gopro_001,33,281.122521,2
gopro_001,34,223.232858,2
gopro_001,35,283.277663,2
gopro_001,36,250.863334,2
gopro_001,37,218.120776,2
gopro_001,38,302.272722,2
gopro_001,39,175.473439,2
gopro_001,40,171.721375,2
gopro_001,41,195.152293,2
gopro_001,42,199.838421,2
gopro_001,43,182.016013,2
gopro_001,44,181.041801,2
gopro_001,45,196.703432,2
gopro_001,46,205.537468,2
gopro_001,47,192.515246,2
gopro_001,48,158.078294,2
gopro_001,49,206.825498,2
gopro_001,50,193.246254,2
gopro_001,51,233.383667,2
gopro_001,52,186.227904,2
gopro_001,53,194.216128,2
gopro_001,54,198.528918,2
gopro_001,55,205.41991,2
gopro_001,56,188.873063,2
gopro_001,57,197.788895,2
gopro_001,58,213.544781,2
gopro_001,59,406.526744,2
gopro_001,60,375.924044,2
gopro_001,61,459.911701,2
gopro_001,62,470.404362,2
gopro_001,63,332.307904,2
gopro_001,64,469.5056,2
gopro_001,65,458.421335,2
gopro_001,66,468.885381,2
gopro_001,67,331.238461,2
gopro_001,68,624.147772,2
gopro_001,69,434.302221,2
gopro_001,70,408.293551,2
gopro_001,71,376.614657,2
gopro_001,72,417.320363,2
gopro_001,73,522.718845,2
gopro_001,74,376.073605,2
gopro_001,75,452.175095,2
gopro_001,76,370.124121,2
gopro_001,77,476.853904,2
gopro_001,78,447.524207,2
gopro_001,79,224.571603,2
gopro_001,80,320.581213,2
gopro_001,81,218.118374,2
gopro_001,82,223.832091,2
gopro_001,83,250.934364,2
gopro_001,84,261.740748,2
gopro_001,85,215.848383,2
gopro_001,86,280.580646,2
gopro_001,87,246.784797,2
gopro_001,88,206.586708,2
gopro_001,89,233.386589,2
gopro_001,90,187.212744,2
gopro_001,91,199.962433,2
gopro_001,92,228.179603,2
gopro_001,93,210.408072,2
gopro_001,94,196.971678,2
gopro_001,95,207.108322,2
gopro_001,96,202.888562,2
gopro_001,97,218.936739,2
gopro_001,98,198.286583,2
gopro_001,99,149.011551,2
gopro_001,100,174.859929,2
gopro_001,101,145.835977,2
gopro_001,102,159.991103,2
gopro_001,103,169.233139,2
gopro_001,104,148.301996,2
gopro_001,105,166.015992,2
gopro_001,106,162.841013,2
gopro_001,107,136.506834,2
gopro_001,108,169.899867,2
gopro_001,109,149.175268,2
gopro_001,110,137.662245,2
gopro_001,111,154.802333,2
gopro_001,112,135.330429,2
gopro_001,113,134.332158,2
gopro_001,114,134.206209,2
gopro_001,115,138.811422,2
gopro_001,116,129.671494,2
gopro_001,117,153.429776,2
gopro_001,118,113.201312,2
gopro_001,119,184.930032,2
gopro_001,120,185.617598,2
gopro_001,121,184.025979,2
gopro_001,122,182.4357,2
gopro_001,123,166.715656,2
gopro_001,124,152.902648,2
gopro_001,125,177.146238,2
gopro_001,126,172.912256,2
gopro_001,127,148.808116,2
gopro_001,128,171.871454,2
gopro_001,129,227.162677,2
gopro_001,130,225.480657,2
gopro_001,131,244.063894,2
gopro_001,132,198.471548,2
gopro_001,133,182.366678,2
gopro_001,134,279.719772,2
gopro_001,135,242.986984,2
gopro_001,136,192.694061,2
gopro_001,137,190.812673,2
gopro_001,138,210.163114,2
gopro_001,139,256.253145,2
gopro_001,140,142.875677,2
gopro_001,141,229.696604,2
gopro_001,142,182.069668,2
gopro_001,143,204.242399,2
gopro_001,144,177.418885,2
gopro_001,145,193.011419,2
gopro_001,146,218.781498,2
gopro_001,147,160.016426,2
gopro_001,148,214.400548,2
gopro_001,149,135.970145,2
gopro_001,150,154.969703,2
gopro_001,151,145.050214,2
gopro_001,152,155.691062,2
gopro_001,153,128.967258,2
gopro_001,154,146.881921,2
gopro_001,155,149.448527,2
gopro_001,156,154.575178,2
gopro_001,157,117.046415,2
gopro_001,158,121.597289,2
gopro_001,159,101.411339,2
gopro_001,160,78.331095,2
gopro_001,161,82.220111,2
gopro_001,162,74.111653,2
gopro_001,163,87.387135,2
gopro_001,164,72.32202,2
gopro_001,165,76.334507,2
gopro_001,166,74.897937,2
gopro_001,167,63.56993,2
gopro_001,168,72.416229,2
gopro_001,169,54.210163,2
gopro_001,170,47.099371,2
gopro_001,171,50.037126,2
gopro_001,172,42.638569,2
gopro_001,173,44.982194,2
gopro_001,174,44.314931,2
gopro_001,175,41.842614,2
gopro_001,176,36.433921,2
gopro_001,177,37.733982,2
gopro_001,178,32.679173,2
gopro_001,179,28.307232,2
gopro_001,180,24.796517,2
gopro_001,181,23.218043,2
gopro_001,182,22.23858,2
gopro_001,183,18.438051,2
gopro_001,184,16.241885,2
gopro_001,185,16.821896,2
gopro_001,186,13.069708,2
gopro_001,187,11.110526,2
gopro_001,188,10.490097,2
gopro_001,189,7.822142,2
gopro_001,190,6.346207,2
gopro_001,191,4.592305,2
gopro_001,192,3.353308,2
gopro_001,193,2.781688,2
gopro_001,194,3.773491,2
gopro_001,195,5.099481,2
gopro_001,196,7.116076,2
gopro_001,197,9.045883,2
gopro_001,198,9.873412,2
gopro_001,199,15.282789,2
gopro_001,200,17.21057,2
gopro_001,201,20.990784,2
gopro_001,202,19.25375,2
gopro_001,203,25.212909,2
gopro_001,204,23.858562,2
gopro_001,205,31.10437,2
gopro_001,206,29.244645,2
gopro_001,207,31.625721,2
gopro_001,208,32.542105,2
gopro_001,209,78.222519,2
gopro_001,210,53.36826,2
gopro_001,211,71.007213,2
gopro_001,212,77.13898,2
gopro_001,213,81.438144,2
gopro_001,214,76.248666,2
gopro_001,215,70.630648,2
gopro_001,216,79.376745,2
gopro_001,217,80.4339,2
gopro_001,218,82.603447,2
gopro_001,219,239.702047,2
gopro_001,220,307.683606,2
gopro_001,221,155.184399,2
gopro_001,222,313.057813,2
gopro_001,223,216.368031,2
gopro_001,224,201.115113,2
gopro_001,225,279.317221,2
gopro_001,226,140.438793,2
gopro_001,227,204.80743,2
gopro_001,228,206.5188,2
gopro_001,229,218.870673,2
gopro_001,230,231.27708,2
gopro_001,231,230.983503,2
gopro_001,232,230.688287,2
gopro_001,233,190.239894,2
gopro_001,234,126.807067,2
gopro_001,235,216.904858,2
gopro_001,236,216.248986,2
gopro_001,237,457.390266,2
gopro_001,238,189.233113,2
gopro_001,239,322.007541,2
gopro_001,240,203.356821,2
gopro_001,241,187.703123,2
gopro_001,242,403.402524,2
gopro_001,243,200.753088,2
gopro_001,244,137.979563,2
gopro_001,245,314.711594,2
gopro_001,246,314.046798,2
gopro_001,247,245.597343,2
gopro_001,248,136.263248,2
gopro_001,249,143.526467,2
gopro_001,250,138.050054,2
gopro_001,251,129.122768,2
gopro_001,252,133.326919,2
gopro_001,253,192.212602,2
gopro_001,254,191.096029,2
gopro_001,255,131.5504,2
gopro_001,256,131.21949,2
gopro_001,257,189.063265,2
gopro_001,258,101.003995,2
gopro_001,259,137.097468,2
gopro_001,260,81.850795,2
gopro_001,261,129.895444,2
gopro_001,262,100.684018,2
gopro_001,263,110.620276,2
gopro_001,264,87.381196,2
gopro_001,271,188.676765,2
gopro_001,272,83.268392,2
gopro_001,273,106.382852,2
gopro_001,274,116.870693,2
gopro_001,275,91.641074,2
gopro_001,276,102.676924,2
gopro_001,277,97.960763,2
gopro_001,278,89.982279,2
gopro_001,279,142.697663,2
gopro_001,280,80.263838,2
gopro_001,281,105.554428,2
gopro_001,282,117.476646,2
gopro_001,283,133.853227,2
gopro_001,284,87.28469,2
gopro_001,285,103.64792,2
gopro_001,286,86.559699,2
gopro_001,287,110.544423,2
gopro_001,288,83.285433,2
gopro_001,289,97.145716,2
gopro_001,290,168.617546,2
gopro_001,291,91.585358,2
gopro_001,292,95.245456,2
gopro_001,293,82.395269,2
gopro_001,294,108.540923,2
gopro_001,295,92.167032,2
gopro_001,296,91.435891,2
gopro_001,297,104.46529,2
gopro_001,298,89.948246,2
gopro_001,299,62.324009,2
gopro_001,300,88.136772,2
gopro_001,301,67.936166,2
gopro_001,302,101.076012,2
gopro_001,303,75.052539,2
gopro_001,304,80.377762,2
gopro_001,305,98.748639,2
gopro_001,306,64.316295,2
gopro_001,307,73.040645,2
gopro_001,308,82.732323,2
gopro_001,309,95.822242,2
gopro_001,310,71.341015,2
gopro_001,311,67.788742,2
gopro_001,312,69.796615,2
gopro_001,313,92.52602,2
gopro_001,314,58.098593,2
gopro_001,315,59.632943,2
gopro_001,316,67.924907,2
gopro_001,317,90.265585,2
gopro_001,318,52.50737,2
gopro_001,319,89.14593,2
gopro_001,320,47.87685,2
gopro_001,321,58.564001,2
gopro_001,322,63.840464,2
gopro_001,323,47.082436,2
gopro_001,324,86.475367,2
gopro_001,325,50.63158,2
gopro_001,326,64.945911,2
gopro_001,327,49.603307,2
gopro_001,328,62.94956,2
gopro_001,329,62.375556,2
gopro_001,330,63.061566,2
gopro_001,331,73.677268,2
gopro_001,332,63.565976,2
gopro_001,333,51.445013,2
gopro_001,334,83.780002,2
gopro_001,335,57.611877,2
gopro_001,336,66.527015,2
gopro_001,337,65.828556,2
gopro_001,338,59.266953,2
gopro_001,339,138.286694,2
gopro_001,340,76.580836,2
gopro_001,341,86.757829,2
gopro_001,342,80.86561,2
gopro_001,343,105.88998,2
gopro_001,344,69.078832,2
gopro_001,345,97.055155,2
gopro_001,346,90.934513,2
gopro_001,347,81.612965,2
gopro_001,348,150.015125,2
gopro_001,349,151.38206,2
gopro_001,350,304.830315,2
gopro_001,351,306.217243,2
gopro_001,352,153.458509,2
gopro_001,353,307.6126,2
gopro_001,354,113.069001,2
gopro_001,355,311.140629,2
gopro_001,356,279.260973,2
gopro_001,357,208.636134,2
gopro_001,358,627.347972,2
gopro_001,359,628.793668,2
gopro_001,360,158.087791,2
gopro_001,362,634.483669,2
gopro_001,365,211.992985,2
gopro_001,366,319.813171,2
gopro_001,368,641.770626,2
gopro_001,369,643.134149,2
gopro_001,370,321.179808,2
gopro_001,372,641.589844,2
gopro_001,375,214.806739,2
gopro_001,377,162.327601,2
gopro_001,380,651.356647,2
gopro_001,381,651.356647,2
gopro_001,382,229.544114,2
gopro_001,383,289.388855,2
gopro_001,384,323.167896,2
gopro_001,385,644.193676,2
gopro_001,388,321.741346,2
gopro_001,389,161.228072,2
gopro_001,390,162.292175,2
gopro_001,391,651.292186,2
gopro_001,392,326.014547,2
gopro_001,393,218.542982,2
gopro_001,394,165.156743,2
gopro_001,395,220.438308,2
gopro_001,396,219.966992,2
gopro_001,397,183.447613,2
gopro_001,398,331.803454,2
gopro_001,399,166.974448,2
gopro_001,400,150.357813,2
gopro_001,401,120.138432,2
gopro_001,402,123.38522,2
gopro_001,403,111.033273,2
gopro_001,404,105.45058,2
gopro_001,405,153.058287,2
gopro_001,406,153.871473,2
gopro_001,407,173.276191,2
gopro_001,408,93.119882,2
gopro_001,409,169.261977,2
gopro_001,410,115.013319,2
gopro_001,411,129.639991,2
gopro_001,412,173.039784,2
gopro_001,413,113.814118,2
gopro_001,414,73.802896,2
gopro_001,415,115.160423,2
gopro_001,416,164.236243,2
gopro_001,417,110.346317,2
gopro_001,418,90.879468,2
gopro_001,419,102.86683,2
gopro_001,420,120.535286,2
gopro_001,421,78.605535,2
gopro_001,422,90.918131,2
gopro_001,423,124.172891,2
gopro_001,424,110.024726,2
gopro_001,425,92.207288,2
gopro_001,426,111.874873,2
gopro_001,427,82.942649,2
gopro_001,428,100.131463,2
gopro_001,429,116.709001,2
gopro_001,430,82.345048,2
gopro_001,431,148.156398,2
gopro_001,432,78.168176,2
gopro_001,433,95.856639,2
gopro_001,434,96.619612,2
gopro_001,435,103.983314,2
gopro_001,436,92.237466,2
gopro_001,437,128.884423,2
gopro_001,438,111.378337,2
gopro_001,439,113.518287,2
gopro_001,440,112.732099,2
gopro_001,441,136.32875,2
gopro_001,442,127.356572,2
gopro_001,443,134.683389,2
gopro_001,444,222.798545,2
gopro_001,445,150.815218,2
gopro_001,446,121.987745,2
gopro_001,447,229.532939,2
gopro_001,448,126.196047,2
gopro_001,449,522.168585,2
gopro_001,450,370.498544,2
gopro_001,451,180.424173,2
gopro_001,452,158.415854,2
gopro_001,453,377.828866,2
gopro_001,454,536.153917,2
gopro_001,455,380.411155,2
gopro_001,456,299.628336,2
gopro_001,457,242.990375,2
gopro_001,458,226.586927,2
gopro_001,460,388.722433,2
gopro_001,461,260.862911,2
gopro_001,462,554.312172,2
gopro_001,463,555.180164,2
gopro_001,464,556.052143,2
gopro_001,465,263.385221,2
gopro_001,466,396.450644,2
gopro_001,468,265.777374,2
gopro_001,469,563.312535,2
gopro_001,471,293.443899,2
gopro_001,472,1122.327042,2
gopro_001,475,280.610029,2
gopro_001,476,1122.327042,2
gopro_001,478,346.721361,2
gopro_001,479,395.988766,2
