video,split,track_id,frame,fps,associated,dx,dy,displacement_px,displacement_per_s,displacement_over_size
00_01_52_to_00_01_58,train,0,99,29.97002997002997,False,16.0,5.0,16.7631,502.3892,0.313671
00_01_52_to_00_01_58,train,0,100,29.97002997002997,False,15.0,1.0,15.0333,450.5483,0.281303
00_01_52_to_00_01_58,train,0,101,29.97002997002997,False,18.0,-2.0,18.1108,542.7803,0.338889
00_01_52_to_00_01_58,train,0,102,29.97002997002997,False,18.0,1.0,18.0278,540.2924,0.337336
00_01_52_to_00_01_58,train,0,103,29.97002997002997,False,18.0,1.0,18.0278,540.2924,0.337336
00_01_52_to_00_01_58,train,0,104,29.97002997002997,False,15.0,1.0,15.0333,450.5483,0.281303
00_01_52_to_00_01_58,train,0,105,29.97002997002997,False,15.0,-2.0,15.1327,453.5288,0.283164
00_01_52_to_00_01_58,train,0,106,29.97002997002997,False,18.0,1.0,18.0278,540.2924,0.337336
00_01_52_to_00_01_58,train,0,107,29.97002997002997,False,16.0,-2.0,16.1245,483.2522,0.301722
00_01_52_to_00_01_58,train,0,108,29.97002997002997,False,18.0,2.0,18.1108,542.7803,0.338889
00_01_52_to_00_01_58,train,0,109,29.97002997002997,False,16.0,1.0,16.0312,480.4561,0.280947
00_01_52_to_00_01_58,train,0,110,29.97002997002997,False,16.0,-2.0,16.1245,483.2522,0.282582
00_01_52_to_00_01_58,train,0,111,29.97002997002997,False,16.0,5.0,16.7631,502.3892,0.293772
00_01_52_to_00_01_58,train,0,112,29.97002997002997,False,16.0,-2.0,16.1245,483.2522,0.282582
00_01_52_to_00_01_58,train,0,113,29.97002997002997,False,13.0,1.0,13.0384,390.7614,0.228498
00_01_52_to_00_01_58,train,0,114,29.97002997002997,False,16.0,0.0,16.0,479.5205,0.2804
00_01_52_to_00_01_58,train,0,115,29.97002997002997,False,15.0,3.0,15.2971,458.4533,0.268081
00_01_52_to_00_01_58,train,0,116,29.97002997002997,False,18.0,0.0,18.0,539.4605,0.31545
00_01_52_to_00_01_58,train,0,117,29.97002997002997,False,16.0,-2.0,16.1245,483.2522,0.282582
00_01_52_to_00_01_58,train,0,118,29.97002997002997,False,15.0,3.0,15.2971,458.4533,0.268081
00_01_52_to_00_01_58,train,0,119,29.97002997002997,False,18.0,-2.0,18.1108,542.7803,0.317391
00_01_52_to_00_01_58,train,0,120,29.97002997002997,False,16.0,1.0,16.0312,480.4561,0.280947
00_01_52_to_00_01_58,train,0,121,29.97002997002997,False,16.0,0.0,16.0,479.5205,0.2804
00_01_52_to_00_01_58,train,0,122,29.97002997002997,False,16.0,1.0,16.0312,480.4561,0.280947
00_01_52_to_00_01_58,train,0,123,29.97002997002997,False,15.0,3.0,15.2971,458.4533,0.268081
00_01_52_to_00_01_58,train,0,124,29.97002997002997,False,16.0,0.0,16.0,479.5205,0.2804
00_01_52_to_00_01_58,train,0,125,29.97002997002997,False,13.0,1.0,13.0384,390.7614,0.228498
00_01_52_to_00_01_58,train,0,126,29.97002997002997,False,13.0,0.0,13.0,389.6104,0.227825
00_01_52_to_00_01_58,train,0,127,29.97002997002997,False,16.0,0.0,16.0,479.5205,0.2804
00_01_52_to_00_01_58,train,0,128,29.97002997002997,False,16.0,0.0,16.0,479.5205,0.2804
00_01_52_to_00_01_58,train,0,129,29.97002997002997,False,15.0,1.0,15.0333,450.5483,0.263458
00_01_52_to_00_01_58,train,0,130,29.97002997002997,False,11.0,1.0,11.0454,331.0298,0.19357
00_01_52_to_00_01_58,train,0,131,29.97002997002997,False,16.0,3.0,16.2788,487.8767,0.285286
00_01_52_to_00_01_58,train,0,132,29.97002997002997,False,15.0,0.0,15.0,449.5504,0.262875
00_01_52_to_00_01_58,train,0,133,29.97002997002997,False,16.0,1.0,16.0312,480.4561,0.280947
00_01_52_to_00_01_58,train,0,134,29.97002997002997,False,11.0,-4.0,11.7047,350.7902,0.205125
00_01_52_to_00_01_58,train,0,135,29.97002997002997,False,18.0,3.0,18.2483,546.9017,0.319801
00_01_52_to_00_01_58,train,0,136,29.97002997002997,False,13.0,0.0,13.0,389.6104,0.227825
00_01_52_to_00_01_58,train,0,137,29.97002997002997,False,16.0,0.0,16.0,479.5205,0.2804
00_01_52_to_00_01_58,train,0,138,29.97002997002997,False,15.0,1.0,15.0333,450.5483,0.263458
00_01_52_to_00_01_58,train,0,139,29.97002997002997,False,15.0,1.0,15.0333,450.5483,0.263458
00_01_52_to_00_01_58,train,0,140,29.97002997002997,False,15.0,1.0,15.0333,450.5483,0.263458
00_01_52_to_00_01_58,train,0,141,29.97002997002997,False,11.0,0.0,11.0,329.6703,0.192775
00_01_52_to_00_01_58,train,0,142,29.97002997002997,False,15.0,1.0,15.0333,450.5483,0.263458
00_01_52_to_00_01_58,train,0,143,29.97002997002997,False,15.0,0.0,15.0,449.5504,0.262875
00_01_52_to_00_01_58,train,0,144,29.97002997002997,False,13.0,-2.0,13.1529,394.1942,0.230505
00_01_52_to_00_01_58,train,0,145,29.97002997002997,False,15.0,1.0,15.0333,450.5483,0.263458
00_01_52_to_00_01_58,train,0,146,29.97002997002997,False,8.0,1.0,8.0623,241.6261,0.141291
00_01_52_to_00_01_58,train,0,147,29.97002997002997,False,22.0,0.0,22.0,659.3407,0.38555
00_01_52_to_00_01_58,train,0,148,29.97002997002997,False,10.0,0.0,10.0,299.7003,0.17525
00_01_52_to_00_01_58,train,0,149,29.97002997002997,False,13.0,0.0,13.0,389.6104,0.227825
00_01_52_to_00_01_58,train,0,150,29.97002997002997,False,11.0,1.0,11.0454,331.0298,0.19357
00_01_52_to_00_01_58,train,0,151,29.97002997002997,False,10.5,2.5,10.7935,323.482,0.189156
00_01_52_to_00_01_58,train,0,152,29.97002997002997,False,5.5,0.5,5.5227,165.5149,0.107833
00_01_52_to_00_01_58,train,0,153,29.97002997002997,False,16.0,0.0,16.0,479.5205,0.315244
00_01_52_to_00_01_58,train,0,154,29.97002997002997,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,0,50.0,False,-1.0,0.5,1.118,55.9017,0.080064
00_02_45_to_00_03_10_cut,train,0,1,50.0,False,0.0,-0.5,0.5,25.0,0.037268
00_02_45_to_00_03_10_cut,train,0,2,50.0,False,-0.5,1.0,1.118,55.9017,0.080064
00_02_45_to_00_03_10_cut,train,0,3,50.0,False,-2.0,-1.0,2.2361,111.8034,0.16855
00_02_45_to_00_03_10_cut,train,0,4,50.0,False,0.0,0.5,0.5,25.0,0.035533
00_02_45_to_00_03_10_cut,train,0,5,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,6,50.0,False,-2.5,-0.5,2.5495,127.4755,0.173472
00_02_45_to_00_03_10_cut,train,0,7,50.0,False,0.0,0.5,0.5,25.0,0.036564
00_02_45_to_00_03_10_cut,train,0,8,50.0,False,-1.0,-1.5,1.8028,90.1388,0.12622
00_02_45_to_00_03_10_cut,train,0,9,50.0,False,-1.0,1.5,1.8028,90.1388,0.124701
00_02_45_to_00_03_10_cut,train,0,10,50.0,False,0.0,-1.0,1.0,50.0,0.066227
00_02_45_to_00_03_10_cut,train,0,11,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,12,50.0,False,-2.0,1.0,2.2361,111.8034,0.166667
00_02_45_to_00_03_10_cut,train,0,13,50.0,False,-0.5,-1.0,1.118,55.9017,0.089514
00_02_45_to_00_03_10_cut,train,0,14,50.0,False,-1.0,0.5,1.118,55.9017,0.086258
00_02_45_to_00_03_10_cut,train,0,15,50.0,False,-1.0,0.5,1.118,55.9017,0.084275
00_02_45_to_00_03_10_cut,train,0,16,50.0,False,-1.5,0.0,1.5,75.0,0.108253
00_02_45_to_00_03_10_cut,train,0,17,50.0,False,0.5,-1.0,1.118,55.9017,0.083333
00_02_45_to_00_03_10_cut,train,0,18,50.0,False,-0.5,-0.5,0.7071,35.3553,0.051031
00_02_45_to_00_03_10_cut,train,0,19,50.0,False,-1.0,0.0,1.0,50.0,0.073127
00_02_45_to_00_03_10_cut,train,0,20,50.0,False,-1.0,1.0,1.4142,70.7107,0.110096
00_02_45_to_00_03_10_cut,train,0,21,50.0,False,0.5,0.0,0.5,25.0,0.038925
00_02_45_to_00_03_10_cut,train,0,22,50.0,False,-1.0,0.0,1.0,50.0,0.075378
00_02_45_to_00_03_10_cut,train,0,23,50.0,False,-1.0,-0.5,1.118,55.9017,0.090094
00_02_45_to_00_03_10_cut,train,0,24,50.0,False,-1.0,0.5,1.118,55.9017,0.080687
00_02_45_to_00_03_10_cut,train,0,25,50.0,False,0.5,0.0,0.5,25.0,0.040291
00_02_45_to_00_03_10_cut,train,0,26,50.0,False,-1.0,-1.0,1.4142,70.7107,0.110096
00_02_45_to_00_03_10_cut,train,0,27,50.0,False,-0.5,0.0,0.5,25.0,0.038925
00_02_45_to_00_03_10_cut,train,0,28,50.0,False,-0.5,0.0,0.5,25.0,0.037689
00_02_45_to_00_03_10_cut,train,0,29,50.0,False,-0.5,-0.5,0.7071,35.3553,0.055048
00_02_45_to_00_03_10_cut,train,0,30,50.0,False,-2.0,0.0,2.0,100.0,0.144338
00_02_45_to_00_03_10_cut,train,0,31,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,32,50.0,False,-1.0,0.0,1.0,50.0,0.072169
00_02_45_to_00_03_10_cut,train,0,33,50.0,False,-0.5,0.5,0.7071,35.3553,0.051031
00_02_45_to_00_03_10_cut,train,0,34,50.0,False,-0.5,0.0,0.5,25.0,0.035806
00_02_45_to_00_03_10_cut,train,0,35,50.0,False,-1.0,-1.5,1.8028,90.1388,0.125
00_02_45_to_00_03_10_cut,train,0,36,50.0,False,-1.0,1.0,1.4142,70.7107,0.102062
00_02_45_to_00_03_10_cut,train,0,37,50.0,False,0.0,-0.5,0.5,25.0,0.033408
00_02_45_to_00_03_10_cut,train,0,38,50.0,False,-1.0,-0.5,1.118,55.9017,0.077522
00_02_45_to_00_03_10_cut,train,0,39,50.0,False,-1.0,0.0,1.0,50.0,0.066815
00_02_45_to_00_03_10_cut,train,0,40,50.0,False,-0.5,-0.5,0.7071,35.3553,0.044544
00_02_45_to_00_03_10_cut,train,0,41,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,42,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,43,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,44,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,45,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,46,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,47,50.0,False,-2.0,0.0,2.0,100.0,0.11847
00_02_45_to_00_03_10_cut,train,0,48,50.0,False,0.0,-1.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,49,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,50,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,51,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,52,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,53,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,54,50.0,False,-1.0,-1.0,1.4142,70.7107,0.083771
00_02_45_to_00_03_10_cut,train,0,55,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,56,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,57,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,58,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,59,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,60,50.0,False,-1.0,-0.5,1.118,55.9017,0.066227
00_02_45_to_00_03_10_cut,train,0,61,50.0,False,-3.0,-0.5,3.0414,152.0691,0.197143
00_02_45_to_00_03_10_cut,train,0,62,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,63,50.0,False,-0.5,-0.5,0.7071,35.3553,0.047565
00_02_45_to_00_03_10_cut,train,0,64,50.0,False,-1.5,0.5,1.5811,79.0569,0.114109
00_02_45_to_00_03_10_cut,train,0,65,50.0,False,0.0,-1.0,1.0,50.0,0.071611
00_02_45_to_00_03_10_cut,train,0,66,50.0,False,-0.5,0.0,0.5,25.0,0.034586
00_02_45_to_00_03_10_cut,train,0,67,50.0,False,-0.5,0.0,0.5,25.0,0.035533
00_02_45_to_00_03_10_cut,train,0,68,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,69,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,70,50.0,False,-2.0,0.0,2.0,100.0,0.11847
00_02_45_to_00_03_10_cut,train,0,71,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,72,50.0,False,-1.0,-1.0,1.4142,70.7107,0.083771
00_02_45_to_00_03_10_cut,train,0,73,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,74,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,75,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,76,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,77,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,78,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,79,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,80,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,81,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,82,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,83,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,84,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,85,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,86,50.0,False,0.0,-0.5,0.5,25.0,0.029617
00_02_45_to_00_03_10_cut,train,0,87,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,88,50.0,False,0.5,-0.5,0.7071,35.3553,0.049507
00_02_45_to_00_03_10_cut,train,0,89,50.0,False,-2.0,0.5,2.0616,103.0776,0.127852
00_02_45_to_00_03_10_cut,train,0,90,50.0,False,-1.0,-1.0,1.4142,70.7107,0.084515
00_02_45_to_00_03_10_cut,train,0,91,50.0,False,-1.5,0.5,1.5811,79.0569,0.107583
00_02_45_to_00_03_10_cut,train,0,92,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,93,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,94,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,95,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,96,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,97,50.0,False,-2.0,-1.0,2.2361,111.8034,0.132453
00_02_45_to_00_03_10_cut,train,0,98,50.0,False,-1.0,-0.5,1.118,55.9017,0.066227
00_02_45_to_00_03_10_cut,train,0,99,50.0,False,0.0,1.0,1.0,50.0,0.061314
00_02_45_to_00_03_10_cut,train,0,100,50.0,False,-1.0,0.5,1.118,55.9017,0.065205
00_02_45_to_00_03_10_cut,train,0,101,50.0,False,-2.0,-1.5,2.5,125.0,0.159071
00_02_45_to_00_03_10_cut,train,0,102,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,103,50.0,False,-1.0,-0.5,1.118,55.9017,0.074044
00_02_45_to_00_03_10_cut,train,0,104,50.0,False,-1.0,0.0,1.0,50.0,0.063628
00_02_45_to_00_03_10_cut,train,0,105,50.0,False,-1.0,0.0,1.0,50.0,0.063628
00_02_45_to_00_03_10_cut,train,0,106,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,107,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,108,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,109,50.0,False,-1.0,0.0,1.0,50.0,0.059235
00_02_45_to_00_03_10_cut,train,0,110,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,111,50.0,False,-1.5,0.0,1.5,75.0,0.088852
00_02_45_to_00_03_10_cut,train,0,112,50.0,False,-1.5,0.0,1.5,75.0,0.086603
00_02_45_to_00_03_10_cut,train,0,113,50.0,False,-0.5,0.5,0.7071,35.3553,0.039841
00_02_45_to_00_03_10_cut,train,0,114,50.0,False,-1.0,-0.5,1.118,55.9017,0.059591
00_02_45_to_00_03_10_cut,train,0,115,50.0,False,0.0,0.0,0.0,0.0,0.0
00_02_45_to_00_03_10_cut,train,0,116,50.0,False,-2.5,0.0,2.5,125.0,0.13762
00_02_45_to_00_03_10_cut,train,0,117,50.0,False,-0.5,0.0,0.5,25.0,0.028172
00_02_45_to_00_03_10_cut,train,0,118,50.0,False,-0.5,0.0,0.5,25.0,0.028868
00_02_45_to_00_03_10_cut,train,0,119,50.0,False,-0.5,0.0,0.5,25.0,0.026919
00_02_45_to_00_03_10_cut,train,0,120,50.0,False,-0.5,0.0,0.5,25.0,0.026352
00_02_45_to_00_03_10_cut,train,0,121,50.0,False,-0.5,0.0,0.5,25.0,0.028172
00_02_45_to_00_03_10_cut,train,0,122,50.0,False,-0.5,0.5,0.7071,35.3553,0.037268
00_02_45_to_00_03_10_cut,train,0,123,50.0,False,0.0,-1.0,1.0,50.0,0.052129
00_02_45_to_00_03_10_cut,train,0,124,50.0,False,-0.5,-1.0,1.118,55.9017,0.058282
00_02_45_to_00_03_10_cut,train,0,125,50.0,False,-1.0,0.5,1.118,55.9017,0.057054
00_02_45_to_00_03_10_cut,train,0,126,50.0,False,-1.5,-0.5,1.5811,79.0569,0.081759
00_02_45_to_00_03_10_cut,train,0,127,50.0,False,-1.0,-0.5,1.118,55.9017,0.058282
00_02_45_to_00_03_10_cut,train,0,128,50.0,False,-1.0,-0.5,1.118,55.9017,0.060193
00_02_45_to_00_03_10_cut,train,0,129,50.0,False,-0.5,0.5,0.7071,35.3553,0.039406
00_02_45_to_00_03_10_cut,train,0,130,50.0,False,-1.0,0.5,1.118,55.9017,0.058926
00_02_45_to_00_03_10_cut,train,0,131,50.0,False,-1.0,-1.0,1.4142,70.7107,0.072169
00_02_45_to_00_03_10_cut,train,0,132,50.0,False,-0.5,-0.5,0.7071,35.3553,0.036084
00_02_45_to_00_03_10_cut,train,0,133,50.0,False,-1.0,0.5,1.118,55.9017,0.056541
00_02_45_to_00_03_10_cut,train,0,134,50.0,False,-1.0,0.0,1.0,50.0,0.055728
00_02_45_to_00_03_10_cut,train,0,135,50.0,False,0.5,-0.5,0.7071,35.3553,0.039406
00_02_45_to_00_03_10_cut,train,0,136,50.0,False,-1.0,0.0,1.0,50.0,0.052705
00_02_45_to_00_03_10_cut,train,0,137,50.0,False,-1.5,-0.5,1.5811,79.0569,0.083333
00_02_45_to_00_03_10_cut,train,0,138,50.0,False,-0.5,0.0,0.5,25.0,0.026064
00_02_45_to_00_03_10_cut,train,0,139,50.0,False,-1.0,-0.5,1.118,55.9017,0.059591
00_02_45_to_00_03_10_cut,train,0,140,50.0,False,-0.5,0.5,0.7071,35.3553,0.035007
00_02_45_to_00_03_10_cut,train,0,141,50.0,False,-1.0,0.5,1.118,55.9017,0.058282
00_02_45_to_00_03_10_cut,train,0,142,50.0,False,0.0,-0.5,0.5,25.0,0.028172
00_02_45_to_00_03_10_cut,train,0,143,50.0,False,-1.0,-0.5,1.118,55.9017,0.058282
00_02_45_to_00_03_10_cut,train,0,144,50.0,False,-0.5,1.0,1.118,55.9017,0.067666
