video,split,scene,session,resolution,fps,frame,track_id,associated,x,y,w,h,cx,cy,box_area,visible_area,clipped,area_frac,equiv_side,equiv_side_frac
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,45,0,False,158.0,245.0,65.0,41.0,190.5,265.5,2665.0,2665.0,False,0.001285204,51.6236,0.035849749
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,46,0,False,173.0,245.0,65.0,41.0,205.5,265.5,2665.0,2665.0,False,0.001285204,51.6236,0.035849749
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,47,0,False,188.0,244.0,68.0,42.0,222.0,265.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,48,0,False,204.0,244.0,68.0,42.0,238.0,265.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,49,0,False,216.0,244.0,68.0,42.0,250.0,265.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,50,0,False,232.0,247.0,68.0,42.0,266.0,268.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,51,0,False,247.0,247.0,68.0,42.0,281.0,268.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,52,0,False,265.0,250.0,68.0,42.0,299.0,271.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,53,0,False,281.0,246.0,68.0,42.0,315.0,267.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,54,0,False,296.0,246.0,68.0,42.0,330.0,267.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,55,0,False,314.0,247.0,68.0,42.0,348.0,268.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,56,0,False,330.0,247.0,68.0,42.0,364.0,268.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,57,0,False,346.0,250.0,68.0,42.0,380.0,271.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,58,0,False,362.0,250.0,68.0,42.0,396.0,271.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,59,0,False,380.0,248.0,68.0,42.0,414.0,269.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,60,0,False,395.0,246.0,68.0,42.0,429.0,267.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,61,0,False,415.0,249.0,68.0,42.0,449.0,270.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,62,0,False,431.0,247.0,68.0,42.0,465.0,268.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,63,0,False,444.0,247.0,68.0,42.0,478.0,268.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,64,0,False,460.0,250.0,68.0,42.0,494.0,271.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,65,0,False,480.0,250.0,68.0,42.0,514.0,271.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,66,0,False,495.0,251.0,68.0,42.0,529.0,272.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,67,0,False,513.0,252.0,68.0,42.0,547.0,273.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,68,0,False,528.0,252.0,68.0,42.0,562.0,273.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,69,0,False,548.0,252.0,68.0,42.0,582.0,273.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,70,0,False,561.0,250.0,68.0,42.0,595.0,271.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,71,0,False,581.0,253.0,68.0,42.0,615.0,274.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,72,0,False,597.0,253.0,68.0,42.0,631.0,274.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,73,0,False,612.0,253.0,68.0,42.0,646.0,274.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,74,0,False,628.0,254.0,68.0,42.0,662.0,275.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,75,0,False,651.0,254.0,68.0,42.0,685.0,275.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,76,0,False,664.0,252.0,68.0,42.0,698.0,273.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,77,0,False,682.0,255.0,68.0,42.0,716.0,276.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,78,0,False,697.0,255.0,68.0,42.0,731.0,276.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,79,0,False,715.0,255.0,68.0,42.0,749.0,276.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,80,0,False,733.0,255.0,68.0,42.0,767.0,276.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,81,0,False,751.0,258.0,68.0,42.0,785.0,279.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,82,0,False,766.0,256.0,68.0,42.0,800.0,277.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,83,0,False,782.0,257.0,68.0,42.0,816.0,278.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,84,0,False,795.0,257.0,68.0,42.0,829.0,278.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,85,0,False,818.0,257.0,68.0,42.0,852.0,278.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,86,0,False,834.0,257.0,68.0,42.0,868.0,278.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,87,0,False,852.0,262.0,68.0,42.0,886.0,283.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,88,0,False,868.0,260.0,68.0,42.0,902.0,281.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,89,0,False,884.0,258.0,68.0,42.0,918.0,279.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,90,0,False,900.0,261.0,68.0,42.0,934.0,282.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,91,0,False,920.0,261.0,68.0,42.0,954.0,282.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,92,0,False,935.0,259.0,68.0,42.0,969.0,280.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,93,0,False,950.0,260.0,68.0,42.0,984.0,281.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,94,0,False,968.0,261.0,68.0,42.0,1002.0,282.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,95,0,False,988.0,262.0,68.0,42.0,1022.0,283.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,96,0,False,1001.0,263.0,68.0,42.0,1035.0,284.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,97,0,False,1024.0,264.0,68.0,42.0,1058.0,285.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,98,0,False,1035.0,262.0,68.0,42.0,1069.0,283.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,99,0,False,1053.0,262.0,68.0,42.0,1087.0,283.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,100,0,False,1069.0,267.0,68.0,42.0,1103.0,288.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,101,0,False,1084.0,268.0,68.0,42.0,1118.0,289.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,102,0,False,1102.0,266.0,68.0,42.0,1136.0,287.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,103,0,False,1120.0,267.0,68.0,42.0,1154.0,288.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,104,0,False,1138.0,268.0,68.0,42.0,1172.0,289.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,105,0,False,1153.0,269.0,68.0,42.0,1187.0,290.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,106,0,False,1168.0,267.0,68.0,42.0,1202.0,288.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,107,0,False,1186.0,268.0,68.0,42.0,1220.0,289.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,108,0,False,1202.0,266.0,68.0,42.0,1236.0,287.0,2856.0,2856.0,False,0.001377315,53.4416,0.037112192
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,109,0,False,1217.0,267.0,74.0,44.0,1254.0,289.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,110,0,False,1233.0,268.0,74.0,44.0,1270.0,290.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,111,0,False,1249.0,266.0,74.0,44.0,1286.0,288.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,112,0,False,1265.0,271.0,74.0,44.0,1302.0,293.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,113,0,False,1281.0,269.0,74.0,44.0,1318.0,291.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,114,0,False,1294.0,270.0,74.0,44.0,1331.0,292.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,115,0,False,1310.0,270.0,74.0,44.0,1347.0,292.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,116,0,False,1325.0,273.0,74.0,44.0,1362.0,295.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,117,0,False,1343.0,273.0,74.0,44.0,1380.0,295.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,118,0,False,1359.0,271.0,74.0,44.0,1396.0,293.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,119,0,False,1374.0,274.0,74.0,44.0,1411.0,296.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,120,0,False,1392.0,272.0,74.0,44.0,1429.0,294.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,121,0,False,1408.0,273.0,74.0,44.0,1445.0,295.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,122,0,False,1424.0,273.0,74.0,44.0,1461.0,295.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,123,0,False,1440.0,274.0,74.0,44.0,1477.0,296.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,124,0,False,1455.0,277.0,74.0,44.0,1492.0,299.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,125,0,False,1471.0,277.0,74.0,44.0,1508.0,299.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,126,0,False,1484.0,278.0,74.0,44.0,1521.0,300.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,127,0,False,1497.0,278.0,74.0,44.0,1534.0,300.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,128,0,False,1513.0,278.0,74.0,44.0,1550.0,300.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,129,0,False,1529.0,278.0,74.0,44.0,1566.0,300.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,130,0,False,1544.0,279.0,74.0,44.0,1581.0,301.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,131,0,False,1555.0,280.0,74.0,44.0,1592.0,302.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,132,0,False,1571.0,283.0,74.0,44.0,1608.0,305.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,133,0,False,1586.0,283.0,74.0,44.0,1623.0,305.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,134,0,False,1602.0,284.0,74.0,44.0,1639.0,306.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,135,0,False,1613.0,280.0,74.0,44.0,1650.0,302.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,136,0,False,1631.0,283.0,74.0,44.0,1668.0,305.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,137,0,False,1644.0,283.0,74.0,44.0,1681.0,305.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,138,0,False,1660.0,283.0,74.0,44.0,1697.0,305.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,139,0,False,1675.0,284.0,74.0,44.0,1712.0,306.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,140,0,False,1690.0,285.0,74.0,44.0,1727.0,307.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,141,0,False,1705.0,286.0,74.0,44.0,1742.0,308.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,142,0,False,1716.0,286.0,74.0,44.0,1753.0,308.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,143,0,False,1731.0,287.0,74.0,44.0,1768.0,309.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,144,0,False,1746.0,287.0,74.0,44.0,1783.0,309.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,145,0,False,1759.0,285.0,74.0,44.0,1796.0,307.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,146,0,False,1774.0,286.0,74.0,44.0,1811.0,308.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,147,0,False,1782.0,287.0,74.0,44.0,1819.0,309.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,148,0,False,1804.0,287.0,74.0,44.0,1841.0,309.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,149,0,False,1814.0,287.0,74.0,44.0,1851.0,309.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,150,0,False,1827.0,287.0,74.0,44.0,1864.0,309.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,151,0,False,1838.0,288.0,74.0,44.0,1875.0,310.0,3256.0,3256.0,False,0.001570216,57.0614,0.039625952
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,152,0,False,1855.0,291.0,61.0,43.0,1885.5,312.5,2623.0,2623.0,False,0.00126495,51.2152,0.035566133
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,153,0,False,1863.0,290.0,56.0,46.0,1891.0,313.0,2576.0,2576.0,False,0.001242284,50.7543,0.035246049
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,154,0,False,1879.0,290.0,56.0,46.0,1907.0,313.0,2576.0,1886.0,True,0.001242284,50.7543,0.035246049
00_01_52_to_00_01_58,train,seaside,seaside_cuts,1920x1080,29.97002997002997,155,0,False,1879.0,290.0,56.0,46.0,1907.0,313.0,2576.0,1886.0,True,0.001242284,50.7543,0.035246049
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,0,0,False,708.0,757.0,15.0,13.0,715.5,763.5,195.0,195.0,False,9.4039e-05,13.9642,0.009697389
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,1,0,False,707.0,758.0,15.0,12.0,714.5,764.0,180.0,180.0,False,8.6806e-05,13.4164,0.00931695
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,2,0,False,707.0,757.0,15.0,13.0,714.5,763.5,195.0,195.0,False,9.4039e-05,13.9642,0.009697389
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,3,0,False,706.0,759.0,16.0,11.0,714.0,764.5,176.0,176.0,False,8.4877e-05,13.2665,0.009212847
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,4,0,False,703.0,758.0,18.0,11.0,712.0,763.5,198.0,198.0,False,9.5486e-05,14.0712,0.009771699
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,5,0,False,704.0,758.0,16.0,12.0,712.0,764.0,192.0,192.0,False,9.2593e-05,13.8564,0.009622504
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,6,0,False,703.0,758.0,18.0,12.0,712.0,764.0,216.0,216.0,False,0.000104167,14.6969,0.010206207
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,7,0,False,701.0,758.0,17.0,11.0,709.5,763.5,187.0,187.0,False,9.0181e-05,13.6748,0.009496385
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,8,0,False,701.0,758.0,17.0,12.0,709.5,764.0,204.0,204.0,False,9.838e-05,14.2829,0.009918651
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,9,0,False,699.0,757.0,19.0,11.0,708.5,762.5,209.0,209.0,False,0.000100791,14.4568,0.010039467
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,10,0,False,698.0,758.0,19.0,12.0,707.5,764.0,228.0,228.0,False,0.000109954,15.0997,0.010485881
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,11,0,False,700.0,758.0,15.0,10.0,707.5,763.0,150.0,150.0,False,7.2338e-05,12.2474,0.008505173
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,12,0,False,700.0,757.0,15.0,12.0,707.5,763.0,180.0,180.0,False,8.6806e-05,13.4164,0.00931695
00_02_45_to_00_03_10_cut,train,seaside,seaside_cuts,1920x1080,50.0,13,0,False,699.0,758.0,13.0,12.0,705.5,764.0,156.0,156.0,False,7.5231e-05,12.49,0.008673608
