video,split,scene,resolution,variant,frames_processed,bin_lo,bin_hi,count
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,28.0274,29.7785,214
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,29.7785,31.639,380
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,31.639,33.6157,329
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,33.6157,35.7159,225
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,35.7159,37.9473,199
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,37.9473,40.3182,231
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,40.3182,42.8372,127
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,42.8372,45.5135,133
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,45.5135,48.3571,109
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,48.3571,51.3783,72
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,51.3783,54.5883,51
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,54.5883,57.9988,26
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,57.9988,61.6224,52
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,61.6224,65.4724,49
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,65.4724,69.563,47
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,69.563,73.9091,37
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,73.9091,78.5267,43
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,78.5267,83.4329,36
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,83.4329,88.6455,33
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,88.6455,94.1839,32
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,94.1839,100.0682,32
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,100.0682,106.3202,25
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,106.3202,112.9628,8
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,112.9628,120.0205,26
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,120.0205,127.519,22
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,127.519,135.4861,31
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,135.4861,143.9509,11
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,143.9509,152.9446,21
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,152.9446,162.5001,30
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,162.5001,172.6527,15
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,172.6527,183.4396,23
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,183.4396,194.9004,9
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,194.9004,207.0773,17
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,207.0773,220.0149,14
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,220.0149,233.7609,16
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,233.7609,248.3657,18
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,248.3657,263.8829,12
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,263.8829,280.3696,4
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,280.3696,297.8864,8
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,297.8864,316.4975,11
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,316.4975,336.2714,13
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,336.2714,357.2808,20
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,357.2808,379.6028,10
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,379.6028,403.3193,3
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,403.3193,428.5177,5
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,428.5177,455.2903,21
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,455.2903,483.7357,6
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,483.7357,513.9582,10
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,513.9582,546.069,19
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,546.069,580.1859,14
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,580.1859,616.4344,21
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,616.4344,654.9476,4
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,654.9476,695.867,9
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,695.867,739.3429,7
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,1951665.1031,2073600.0,1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,5.7979,6.1601,211
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,7.85,8.3404,74
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,8.8615,9.4152,3168
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,9.4152,10.0034,14
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,10.6284,11.2924,6
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,11.998,12.7476,1137
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,12.7476,13.544,3
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,13.544,14.3902,47
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,14.3902,15.2892,552
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,15.2892,16.2445,67
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,16.2445,17.2594,29
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,17.2594,18.3377,245
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,18.3377,19.4834,54
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,19.4834,20.7007,31
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,20.7007,21.994,88
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,21.994,23.3681,59
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,23.3681,24.8281,72
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,24.8281,26.3793,34
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,26.3793,28.0274,48
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,28.0274,29.7785,12
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,29.7785,31.639,11
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,31.639,33.6157,9
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,33.6157,35.7159,20
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,35.7159,37.9473,10
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,37.9473,40.3182,20
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,40.3182,42.8372,15
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,42.8372,45.5135,13
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,45.5135,48.3571,9
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,48.3571,51.3783,21
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,51.3783,54.5883,16
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,54.5883,57.9988,13
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,57.9988,61.6224,19
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,61.6224,65.4724,14
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,65.4724,69.563,23
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,69.563,73.9091,13
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,73.9091,78.5267,20
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,78.5267,83.4329,16
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,83.4329,88.6455,12
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,88.6455,94.1839,20
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,94.1839,100.0682,18
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,100.0682,106.3202,14
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,106.3202,112.9628,20
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,112.9628,120.0205,21
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,120.0205,127.519,23
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,127.519,135.4861,14
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,135.4861,143.9509,22
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,143.9509,152.9446,17
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,152.9446,162.5001,19
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,162.5001,172.6527,18
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,172.6527,183.4396,8
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,183.4396,194.9004,12
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,194.9004,207.0773,18
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,207.0773,220.0149,17
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,220.0149,233.7609,15
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,233.7609,248.3657,10
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,248.3657,263.8829,3
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,263.8829,280.3696,8
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,280.3696,297.8864,7
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,297.8864,316.4975,15
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,316.4975,336.2714,18
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,336.2714,357.2808,11
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,357.2808,379.6028,3
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,379.6028,403.3193,13
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,403.3193,428.5177,18
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,428.5177,455.2903,7
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,455.2903,483.7357,20
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,483.7357,513.9582,23
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,513.9582,546.069,15
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,546.069,580.1859,8
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,580.1859,616.4344,7
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,616.4344,654.9476,7
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,open3,400,1951665.1031,2073600.0,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1.0,1.0625,723479
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1.9477,2.0694,147150
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,2.9768,3.1628,36144
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,3.7934,4.0304,14781
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,4.8341,5.1361,6563
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,5.7979,6.1601,3617
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,6.9539,7.3884,2401
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,7.85,8.3404,1633
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,8.8615,9.4152,1199
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,9.4152,10.0034,908
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,10.6284,11.2924,806
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,11.998,12.7476,658
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,12.7476,13.544,477
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,13.544,14.3902,437
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,14.3902,15.2892,407
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,15.2892,16.2445,327
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,16.2445,17.2594,285
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,17.2594,18.3377,226
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,18.3377,19.4834,228
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,19.4834,20.7007,181
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,20.7007,21.994,177
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,21.994,23.3681,256
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,23.3681,24.8281,132
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,24.8281,26.3793,230
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,26.3793,28.0274,195
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,28.0274,29.7785,93
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,29.7785,31.639,174
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,31.639,33.6157,130
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,33.6157,35.7159,162
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,35.7159,37.9473,123
