video,split,scene,resolution,variant,frames_processed,bin_lo,bin_hi,count
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,483.7357,513.9582,10
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,513.9582,546.069,19
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,546.069,580.1859,14
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,580.1859,616.4344,21
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,616.4344,654.9476,4
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,654.9476,695.867,9
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,695.867,739.3429,7
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,1951665.1031,2073600.0,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1.0,1.0625,723479
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1.9477,2.0694,147150
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,2.9768,3.1628,36144
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,3.7934,4.0304,14781
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,4.8341,5.1361,6563
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,5.7979,6.1601,3617
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,6.9539,7.3884,2401
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,7.85,8.3404,1633
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,8.8615,9.4152,1199
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,9.4152,10.0034,908
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,10.6284,11.2924,806
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,11.998,12.7476,658
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,12.7476,13.544,477
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,13.544,14.3902,437
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,14.3902,15.2892,407
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,15.2892,16.2445,327
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,16.2445,17.2594,285
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,17.2594,18.3377,226
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,18.3377,19.4834,228
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,19.4834,20.7007,181
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,20.7007,21.994,177
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,21.994,23.3681,256
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,23.3681,24.8281,132
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,24.8281,26.3793,230
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,26.3793,28.0274,195
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,28.0274,29.7785,93
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,29.7785,31.639,174
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,31.639,33.6157,130
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,33.6157,35.7159,162
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,35.7159,37.9473,123
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,37.9473,40.3182,181
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,40.3182,42.8372,106
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,42.8372,45.5135,115
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,45.5135,48.3571,115
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,48.3571,51.3783,110
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,51.3783,54.5883,98
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,54.5883,57.9988,95
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,57.9988,61.6224,101
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,61.6224,65.4724,100
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,65.4724,69.563,60
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,69.563,73.9091,70
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,73.9091,78.5267,66
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,78.5267,83.4329,52
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,83.4329,88.6455,67
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,88.6455,94.1839,71
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,94.1839,100.0682,89
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,100.0682,106.3202,58
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,106.3202,112.9628,50
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,112.9628,120.0205,49
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,120.0205,127.519,38
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,127.519,135.4861,54
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,135.4861,143.9509,54
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,143.9509,152.9446,54
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,152.9446,162.5001,42
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,162.5001,172.6527,33
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,172.6527,183.4396,26
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,183.4396,194.9004,19
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,194.9004,207.0773,28
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,207.0773,220.0149,27
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,220.0149,233.7609,18
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,233.7609,248.3657,18
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,248.3657,263.8829,20
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,263.8829,280.3696,17
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,280.3696,297.8864,13
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,297.8864,316.4975,13
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,316.4975,336.2714,3
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,336.2714,357.2808,13
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,357.2808,379.6028,8
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,379.6028,403.3193,11
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,403.3193,428.5177,9
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,428.5177,455.2903,16
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,455.2903,483.7357,10
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,483.7357,513.9582,13
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,513.9582,546.069,17
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,546.069,580.1859,7
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,580.1859,616.4344,7
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,616.4344,654.9476,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,654.9476,695.867,6
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,695.867,739.3429,4
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,739.3429,785.5351,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,834.6133,886.7577,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,886.7577,942.16,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,942.16,1001.0237,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1001.0237,1063.565,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1063.565,1130.0138,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1130.0138,1200.6141,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1200.6141,1275.6253,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1275.6253,1355.323,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1355.323,1440.0,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1440.0,1529.9674,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1529.9674,1625.5557,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1625.5557,1727.1162,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1727.1162,1835.0219,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1835.0219,1949.6692,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1949.6692,2071.4794,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,2071.4794,2200.9,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,2338.4064,2484.5039,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,2484.5039,2639.7291,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,2639.7291,2804.6525,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1951665.1031,2073600.0,1
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1.0,1.0625,1962353
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1.9477,2.0694,577013
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,2.9768,3.1628,227435
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,3.7934,4.0304,126657
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,4.8341,5.1361,78530
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,5.7979,6.1601,54669
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,6.9539,7.3884,39028
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,7.85,8.3404,29648
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,8.8615,9.4152,22709
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,9.4152,10.0034,18122
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,10.6284,11.2924,14477
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,11.998,12.7476,11994
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,12.7476,13.544,9690
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,13.544,14.3902,8256
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,14.3902,15.2892,6906
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,15.2892,16.2445,5870
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,16.2445,17.2594,4979
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,17.2594,18.3377,4246
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,18.3377,19.4834,3780
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,19.4834,20.7007,3274
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,20.7007,21.994,2851
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,21.994,23.3681,4630
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,23.3681,24.8281,1999
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,24.8281,26.3793,3478
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,26.3793,28.0274,2779
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,28.0274,29.7785,1177
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,29.7785,31.639,2018
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,31.639,33.6157,1719
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,33.6157,35.7159,1543
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,35.7159,37.9473,1222
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,37.9473,40.3182,1578
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,40.3182,42.8372,903
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,42.8372,45.5135,1125
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,45.5135,48.3571,945
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,48.3571,51.3783,784
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,51.3783,54.5883,705
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,54.5883,57.9988,558
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,57.9988,61.6224,661
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,61.6224,65.4724,531
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,65.4724,69.563,457
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,69.563,73.9091,402
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,73.9091,78.5267,471
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,78.5267,83.4329,325
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,83.4329,88.6455,310
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,88.6455,94.1839,289
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,94.1839,100.0682,268
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,100.0682,106.3202,221
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,106.3202,112.9628,225
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,112.9628,120.0205,216
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,120.0205,127.519,146
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,127.519,135.4861,168
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,135.4861,143.9509,122
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,143.9509,152.9446,118
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,152.9446,162.5001,139
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,162.5001,172.6527,120
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,172.6527,183.4396,112
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,183.4396,194.9004,109
