video,split,scene,resolution,frame,x,y,w,h,blob_area,area_frac,coverage,label,gt_index
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,207,331,373,13,11,81,3.9063e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,207,1148,980,28,15,91,4.3885e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,209,352,377,16,15,114,5.4977e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,210,360,380,14,12,94,4.5332e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,212,380,380,12,12,88,4.2438e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,213,1407,888,17,4,39,1.8808e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,216,1152,986,33,8,101,4.8708e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,217,1152,987,17,7,54,2.6042e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,218,438,392,13,13,89,4.2921e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,218,1376,1033,16,5,37,1.7843e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,220,1152,986,23,8,62,2.99e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,220,1808,992,26,5,62,2.99e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,221,1153,986,32,8,93,4.485e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,221,1793,991,39,6,81,3.9063e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,223,1159,986,26,8,79,3.8098e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,223,1793,991,39,6,75,3.6169e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,228,1250,994,20,8,53,2.5559e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,231,1161,986,20,6,50,2.4113e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,238,1161,987,27,4,63,3.0382e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,241,12,400,14,8,78,3.7616e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,241,1161,986,28,5,66,3.1829e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,244,36,406,16,14,146,7.0409e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,246,1161,987,27,4,58,2.7971e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,247,64,408,16,16,173,8.343e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,248,72,409,17,18,191,9.211e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,251,762,408,14,16,93,4.485e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,253,112,420,16,22,214,0.000103202,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,254,118,428,20,16,189,9.1146e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,256,812,408,12,10,88,4.2438e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,258,158,432,12,16,154,7.4267e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,260,1243,993,31,7,69,3.3275e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,263,878,408,10,8,49,2.363e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,265,216,448,13,16,95,4.5814e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,268,240,448,16,16,184,8.8735e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,270,260,456,12,8,83,4.0027e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,278,328,464,16,16,159,7.6678e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,283,1072,400,10,16,120,5.787e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,287,1208,986,15,4,38,1.8326e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,288,1846,978,21,4,40,1.929e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,289,1208,986,15,4,36,1.7361e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,291,1240,906,16,6,39,1.8808e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,293,1869,980,19,5,41,1.9772e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,294,1581,1063,34,4,76,3.6651e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,295,476,484,14,12,109,5.2566e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,296,1241,907,15,5,36,1.7361e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,298,1158,952,25,7,64,3.0864e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,299,512,491,13,9,67,3.2311e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,301,528,496,16,16,200,9.6451e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,303,1836,975,16,9,51,2.4595e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,306,571,496,19,16,184,8.8735e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,310,608,499,16,20,227,0.000109471,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,310,1597,1063,27,4,62,2.99e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,311,614,500,16,20,185,8.9217e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,313,1173,953,15,6,36,1.7361e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,314,640,504,16,13,166,8.0054e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,315,648,500,18,18,183,8.8252e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,316,1392,392,15,8,74,3.5687e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,320,692,512,16,16,148,7.1373e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,322,1456,384,8,13,92,4.4367e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,324,732,507,12,21,166,8.0054e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,326,747,512,13,16,110,5.3048e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,327,756,512,12,12,96,4.6296e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,329,1522,379,13,11,74,3.5687e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,329,774,512,13,16,140,6.7515e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,332,800,512,16,16,133,6.414e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,333,1561,376,14,14,99,4.7743e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,333,808,512,16,16,197,9.5004e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,334,816,512,16,16,199,9.5968e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,335,826,512,16,16,152,7.3302e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,335,1599,1061,29,5,58,2.7971e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,336,1599,1061,29,5,58,2.7971e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,338,1599,1061,29,5,64,3.0864e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,339,864,518,16,10,119,5.7388e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,341,1640,369,13,15,133,6.414e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,341,880,512,16,16,165,7.9572e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,342,1648,368,16,16,193,9.3075e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,342,880,512,26,16,236,0.000113812,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,343,899,512,13,16,160,7.716e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,343,180,838,26,5,46,2.2184e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,344,909,512,15,16,133,6.414e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,349,1285,984,18,7,37,1.7843e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,353,1760,352,14,13,146,7.0409e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,353,1726,1049,30,4,52,2.5077e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,354,1768,349,20,19,201,9.6933e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,356,1021,520,11,14,106,5.1119e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,360,1060,520,12,8,94,4.5332e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,361,1064,514,18,14,155,7.4749e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,362,1840,336,20,18,194,9.3557e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,363,1856,336,15,16,148,7.1373e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,371,1162,512,16,16,181,8.7288e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,374,1192,517,14,10,75,3.6169e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,377,1220,518,15,15,125,6.0282e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,377,1703,1070,28,3,51,2.4595e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,378,1232,520,15,8,82,3.9545e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,380,1691,1068,40,5,66,3.1829e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,381,1264,512,16,16,185,8.9217e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,381,1691,1068,41,5,67,3.2311e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,382,1264,513,24,15,209,0.000100791,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,385,1296,515,20,17,197,9.5004e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,386,1312,512,16,19,212,0.000102238,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,389,1344,512,12,16,173,8.343e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,391,1362,514,14,12,93,4.485e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,58,548,972,36,6,131,6.3175e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,59,546,972,40,6,136,6.5586e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,59,590,972,76,6,211,0.000101755,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,60,546,972,121,6,404,0.00019483,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,61,545,972,121,6,428,0.000206404,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,62,545,972,122,6,460,0.000221836,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,63,545,972,123,6,472,0.000227623,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,64,566,972,102,6,405,0.000195313,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,65,566,972,102,6,395,0.00019049,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,66,567,972,102,6,371,0.000178916,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,67,571,972,98,6,350,0.000168789,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,68,571,972,99,6,318,0.000153356,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,68,789,973,30,4,77,3.7133e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,69,790,973,31,4,76,3.6651e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,72,630,973,32,5,60,2.8935e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,73,900,974,21,4,34,1.6397e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,74,578,972,41,6,133,6.414e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,75,774,973,50,4,112,5.4012e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,77,771,973,56,4,116,5.5941e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,79,536,973,35,5,74,3.5687e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,83,681,976,35,4,54,2.6042e-05,0.0,negative,-1
