video,split,scene,resolution,frame,x,y,w,h,blob_area,area_frac,coverage,label,gt_index
00_01_52_to_00_01_58,train,seaside,1920x1080,112,1688,701,42,5,75,3.6169e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,112,1073,963,479,12,1573,0.000758584,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,112,1174,972,94,6,186,8.9699e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,112,316,984,43,3,82,3.9545e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,112,1242,1018,28,5,54,2.6042e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,112,1271,1018,69,5,140,6.7515e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,112,1169,1020,38,3,82,3.9545e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,113,1299,963,251,10,741,0.00035735,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,113,1074,966,221,8,502,0.000242091,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,113,1464,969,40,3,43,2.0737e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,113,1260,1018,35,4,52,2.5077e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,114,1858,323,13,17,87,4.1956e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,114,1299,964,100,6,198,9.5486e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,115,1300,964,84,4,142,6.848e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,122,1735,694,41,4,67,3.2311e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,122,1327,963,212,8,500,0.000241127,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,122,1232,968,64,6,131,6.3175e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,123,1361,963,175,7,388,0.000187114,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,123,1337,966,23,5,66,3.1829e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,124,1425,964,30,3,62,2.99e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,126,1605,953,39,4,88,4.2438e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,130,1779,947,35,3,67,3.2311e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,131,1301,964,116,4,195,9.4039e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,132,1300,964,68,5,134,6.4622e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,133,1297,962,185,12,626,0.00030189,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,133,1432,964,120,6,262,0.00012635,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,133,1154,967,142,6,328,0.000158179,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,133,1074,970,79,4,186,8.9699e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,133,1194,972,118,7,226,0.000108989,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,133,970,974,50,4,86,4.1474e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,133,930,976,39,3,74,3.5687e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,133,1259,1018,31,4,62,2.99e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,134,1764,947,49,4,84,4.0509e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,134,1198,962,352,16,1323,0.000638021,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,135,1301,962,179,7,314,0.000151427,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,135,1365,965,139,7,273,0.000131655,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,137,1300,964,68,4,100,4.8225e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,138,1492,964,38,4,64,3.0864e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,139,1338,962,143,6,254,0.000122492,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,139,1198,965,139,6,283,0.000136478,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,139,1416,967,42,4,102,4.919e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,139,1073,969,119,5,238,0.000114776,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,139,1194,968,221,12,471,0.000227141,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,140,1225,964,322,13,653,0.000314911,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,140,1121,967,175,6,333,0.00016059,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,140,1271,1018,44,4,83,4.0027e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,141,1299,967,161,8,300,0.000144676,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,142,1860,323,10,17,54,2.6042e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,150,1290,963,237,9,518,0.000249807,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,151,1366,964,100,5,221,0.000106578,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,151,1216,970,63,4,118,5.6906e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,161,1857,319,14,21,107,5.1601e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,161,1818,946,29,6,58,2.7971e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,161,1406,962,65,4,122,5.8835e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,161,1311,968,118,7,238,0.000114776,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,161,1245,973,30,3,54,2.6042e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,162,1326,968,98,5,191,9.211e-05,0.0,negative,-1
00_01_52_to_00_01_58,train,seaside,1920x1080,162,1085,971,34,3,63,3.0382e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,47,6,242,12,12,82,3.9545e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,48,8,242,11,14,87,4.1956e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,84,68,280,12,8,53,2.5559e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,115,1449,947,14,3,22,1.061e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,117,1365,1065,33,5,69,3.3275e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,129,1883,1015,16,6,35,1.6879e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,138,1481,1073,15,6,38,1.8326e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,149,1461,1070,32,7,84,4.0509e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,156,1389,1032,17,3,37,1.7843e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,159,1893,1013,22,7,53,2.5559e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,160,1883,1000,25,6,45,2.1701e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,160,1893,1013,22,6,49,2.363e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,161,1887,1012,28,7,59,2.8453e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,162,1889,940,23,6,48,2.3148e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,166,1747,994,36,4,59,2.8453e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,169,1352,922,24,4,43,2.0737e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,170,1797,995,41,6,74,3.5687e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,171,1797,995,42,7,76,3.6651e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,175,8,304,16,15,170,8.1983e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,176,16,306,19,14,175,8.4394e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,179,50,320,14,8,70,3.3758e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,182,1479,1069,17,5,47,2.2666e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,183,91,326,13,10,94,4.5332e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,187,128,336,16,8,99,4.7743e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,189,1467,1068,30,6,80,3.858e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,191,171,344,15,12,94,4.5332e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,192,1468,1068,29,6,78,3.7616e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,193,1468,1068,30,6,80,3.858e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,195,276,349,10,5,34,1.6397e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,196,1468,1068,30,5,72,3.4722e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,204,301,366,13,12,94,4.5332e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,205,312,368,11,16,132,6.3657e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,206,1763,991,40,6,81,3.9063e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,211,1749,991,54,5,87,4.1956e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,212,1749,992,32,4,40,1.929e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,212,1249,997,18,5,44,2.1219e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,213,389,380,11,14,97,4.6779e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,213,1152,986,31,10,98,4.7261e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,215,411,387,11,9,58,2.7971e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,218,438,392,13,13,89,4.2921e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,218,1250,997,19,5,51,2.4595e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,219,1250,997,19,5,51,2.4595e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,220,1409,888,15,4,35,1.6879e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,221,470,390,10,15,103,4.9672e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,222,480,393,8,15,87,4.1956e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,222,1153,984,32,11,103,4.9672e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,223,1159,986,26,8,79,3.8098e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,223,1793,991,39,6,75,3.6169e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,225,509,401,13,13,102,4.919e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,229,548,402,12,13,97,4.6779e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,237,717,1025,26,3,53,2.5559e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,238,1266,916,6,3,15,7.234e-06,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,239,646,406,10,10,80,3.858e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,242,20,403,15,13,108,5.2083e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,244,1377,920,14,3,24,1.1574e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,246,712,406,18,11,127,6.1246e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,246,54,411,14,12,88,4.2438e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,247,1161,987,27,4,57,2.7488e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,248,72,409,17,18,191,9.211e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,249,80,415,16,14,173,8.343e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,251,762,408,14,16,93,4.485e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,253,112,420,16,22,214,0.000103202,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,254,118,428,20,16,189,9.1146e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,255,128,432,16,12,157,7.5714e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,258,1243,993,30,7,72,3.4722e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,259,162,432,19,16,176,8.4877e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,261,857,408,15,16,128,6.1728e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,263,1243,993,32,7,83,4.0027e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,263,1439,1048,29,4,58,2.7971e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,266,1440,1048,24,4,50,2.4113e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,267,232,448,16,15,176,8.4877e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,268,240,448,16,16,184,8.8735e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,270,260,456,12,8,83,4.0027e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,282,364,472,12,16,155,7.4749e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,282,41,985,17,6,37,1.7843e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,283,371,476,13,11,94,4.5332e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,286,1580,1063,31,4,76,3.6651e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,288,1120,408,16,6,57,2.7488e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,288,416,480,16,9,121,5.8353e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,289,1767,1075,15,4,35,1.6879e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,290,1206,986,16,4,37,1.7843e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,292,448,484,16,12,129,6.2211e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,292,1240,908,16,4,39,1.8808e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,293,457,486,14,10,100,4.8225e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,295,1581,1063,34,4,74,3.5687e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,297,1598,1063,17,4,37,1.7843e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,301,528,496,16,16,200,9.6451e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,302,1257,400,11,8,52,2.5077e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,303,1264,400,15,15,118,5.6906e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,306,571,496,19,16,184,8.8735e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,306,1597,1063,26,4,66,3.1829e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,307,581,498,11,12,96,4.6296e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,307,1837,974,17,8,50,2.4113e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,308,1837,974,17,8,50,2.4113e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,308,1597,1063,27,4,65,3.1346e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,310,1336,396,11,9,60,2.8935e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,310,608,499,16,20,227,0.000109471,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,311,614,500,16,20,185,8.9217e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,311,1597,1063,29,4,73,3.5204e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,312,1356,394,9,10,60,2.8935e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,313,1231,985,20,3,36,1.7361e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,316,659,504,13,15,122,5.8835e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,317,668,508,18,9,74,3.5687e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,319,1425,392,13,8,63,3.0382e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,319,685,511,15,14,118,5.6906e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,322,712,512,12,8,71,3.424e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,327,756,512,12,12,96,4.6296e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,327,1698,1047,21,6,46,2.2184e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,328,765,512,11,16,125,6.0282e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,329,1522,379,13,11,74,3.5687e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,329,774,512,13,16,140,6.7515e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,330,1698,1047,20,5,49,2.363e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,333,1561,376,14,14,99,4.7743e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,333,808,512,16,16,197,9.5004e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,334,816,512,16,16,199,9.5968e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,334,180,838,26,5,45,2.1701e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,334,1394,1025,26,5,49,2.363e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,339,180,838,26,5,47,2.2666e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,341,1599,1061,30,5,67,3.2311e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,342,1648,368,16,16,193,9.3075e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,342,880,512,26,16,236,0.000113812,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,342,1599,1061,31,5,70,3.3758e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,344,909,512,15,16,133,6.414e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,345,1680,360,16,12,142,6.848e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,347,1696,360,16,8,127,6.1246e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,349,954,518,14,10,102,4.919e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,350,1728,358,16,15,155,7.4749e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,352,982,512,14,16,171,8.2465e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,354,1768,349,20,19,201,9.6933e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,355,1008,520,16,8,84,4.0509e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,356,1787,352,17,8,77,3.7133e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,358,1808,350,16,12,152,7.3302e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,360,1060,520,12,8,94,4.5332e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,361,1837,342,14,13,98,4.7261e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,361,1064,514,18,14,155,7.4749e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,362,1840,336,20,18,194,9.3557e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,363,1088,518,12,10,99,4.7743e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,365,1105,520,15,8,73,3.5204e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,366,1595,1051,14,5,34,1.6397e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,367,1897,336,17,16,134,6.4622e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,367,1120,519,16,13,133,6.414e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,369,1840,971,24,5,65,3.1346e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,372,1173,512,15,16,157,7.5714e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,373,1714,1047,18,3,37,1.7843e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,375,1203,520,13,12,97,4.6779e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,376,1209,520,15,12,108,5.2083e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,377,1220,518,15,15,125,6.0282e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,380,1252,512,12,16,147,7.0891e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,380,1691,1068,40,5,66,3.1829e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,381,1264,512,16,16,185,8.9217e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,382,1264,513,24,15,209,0.000100791,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,384,1292,518,20,10,151,7.282e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,385,1296,515,20,17,197,9.5004e-05,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,386,1312,512,16,19,212,0.000102238,0.0,negative,-1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,389,1344,512,12,16,173,8.343e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,57,547,972,44,5,135,6.5104e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,57,613,972,52,6,125,6.0282e-05,0.0,negative,-1
00_06_10_to_00_06_27,train,seaside,1920x1080,58,548,972,36,6,131,6.3175e-05,0.0,negative,-1
