video,split,scene,resolution,variant,frames_processed,bin_lo,bin_hi,count
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,336.2714,357.2808,3
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,379.6028,403.3193,4
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,403.3193,428.5177,8
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,428.5177,455.2903,6
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,455.2903,483.7357,6
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,483.7357,513.9582,6
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,513.9582,546.069,9
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,546.069,580.1859,15
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,580.1859,616.4344,2
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,654.9476,695.867,9
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,695.867,739.3429,8
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,739.3429,785.5351,7
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,785.5351,834.6133,13
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,834.6133,886.7577,15
00_01_52_to_00_01_58,train,seaside,1920x1080,none,175,886.7577,942.16,1
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,1.0,1.0625,31791
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,1.9477,2.0694,8305
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,2.9768,3.1628,2856
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,3.7934,4.0304,2097
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,4.8341,5.1361,1218
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,5.7979,6.1601,732
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,6.9539,7.3884,391
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,7.85,8.3404,258
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,8.8615,9.4152,284
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,9.4152,10.0034,119
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,10.6284,11.2924,118
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,11.998,12.7476,110
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,12.7476,13.544,74
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,13.544,14.3902,39
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,14.3902,15.2892,40
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,15.2892,16.2445,24
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,16.2445,17.2594,39
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,17.2594,18.3377,51
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,18.3377,19.4834,25
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,19.4834,20.7007,44
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,20.7007,21.994,26
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,21.994,23.3681,53
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,23.3681,24.8281,27
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,24.8281,26.3793,52
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,26.3793,28.0274,50
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,28.0274,29.7785,21
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,29.7785,31.639,43
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,31.639,33.6157,32
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,33.6157,35.7159,29
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,35.7159,37.9473,39
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,37.9473,40.3182,38
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,40.3182,42.8372,23
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,42.8372,45.5135,40
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,45.5135,48.3571,34
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,48.3571,51.3783,20
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,51.3783,54.5883,22
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,54.5883,57.9988,25
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,57.9988,61.6224,37
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,61.6224,65.4724,13
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,65.4724,69.563,7
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,69.563,73.9091,11
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,73.9091,78.5267,7
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,78.5267,83.4329,7
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,83.4329,88.6455,8
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,88.6455,94.1839,12
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,94.1839,100.0682,14
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,100.0682,106.3202,18
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,106.3202,112.9628,21
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,112.9628,120.0205,34
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,120.0205,127.519,13
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,127.519,135.4861,13
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,135.4861,143.9509,9
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,143.9509,152.9446,15
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,152.9446,162.5001,9
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,162.5001,172.6527,13
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,172.6527,183.4396,15
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,183.4396,194.9004,7
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,194.9004,207.0773,4
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,207.0773,220.0149,3
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,220.0149,233.7609,3
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,233.7609,248.3657,3
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,none,400,263.8829,280.3696,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1.0,1.0625,33420
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1.9477,2.0694,6715
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,2.9768,3.1628,2755
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,3.7934,4.0304,1526
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,4.8341,5.1361,1050
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,5.7979,6.1601,838
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,6.9539,7.3884,576
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,7.85,8.3404,445
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,8.8615,9.4152,328
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,9.4152,10.0034,263
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,10.6284,11.2924,209
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,11.998,12.7476,191
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,12.7476,13.544,176
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,13.544,14.3902,148
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,14.3902,15.2892,81
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,15.2892,16.2445,102
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,16.2445,17.2594,95
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,17.2594,18.3377,95
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,18.3377,19.4834,58
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,19.4834,20.7007,91
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,20.7007,21.994,50
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,21.994,23.3681,101
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,23.3681,24.8281,43
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,24.8281,26.3793,92
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,26.3793,28.0274,72
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,28.0274,29.7785,29
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,29.7785,31.639,50
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,31.639,33.6157,37
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,33.6157,35.7159,37
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,35.7159,37.9473,39
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,37.9473,40.3182,52
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,40.3182,42.8372,19
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,42.8372,45.5135,30
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,45.5135,48.3571,29
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,48.3571,51.3783,22
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,51.3783,54.5883,33
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,54.5883,57.9988,26
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,57.9988,61.6224,33
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,61.6224,65.4724,26
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,65.4724,69.563,36
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,69.563,73.9091,38
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,73.9091,78.5267,45
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,78.5267,83.4329,36
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,83.4329,88.6455,41
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,88.6455,94.1839,44
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,94.1839,100.0682,24
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,100.0682,106.3202,24
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,106.3202,112.9628,29
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,112.9628,120.0205,11
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,120.0205,127.519,11
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,127.519,135.4861,13
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,135.4861,143.9509,21
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,143.9509,152.9446,21
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,152.9446,162.5001,21
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,162.5001,172.6527,20
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,172.6527,183.4396,15
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,183.4396,194.9004,12
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,194.9004,207.0773,10
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,207.0773,220.0149,8
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,220.0149,233.7609,12
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,233.7609,248.3657,11
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,248.3657,263.8829,5
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,263.8829,280.3696,18
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,280.3696,297.8864,24
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,297.8864,316.4975,26
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,316.4975,336.2714,15
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,336.2714,357.2808,14
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,357.2808,379.6028,14
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,379.6028,403.3193,13
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,403.3193,428.5177,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,428.5177,455.2903,3
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,455.2903,483.7357,7
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,483.7357,513.9582,9
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,513.9582,546.069,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,546.069,580.1859,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,580.1859,616.4344,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,616.4344,654.9476,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,654.9476,695.867,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,695.867,739.3429,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,739.3429,785.5351,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,834.6133,886.7577,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,886.7577,942.16,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,942.16,1001.0237,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1001.0237,1063.565,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1063.565,1130.0138,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1130.0138,1200.6141,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1200.6141,1275.6253,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1275.6253,1355.323,2
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1355.323,1440.0,1
00_06_10_to_00_06_27,train,seaside,1920x1080,none,497,1440.0,1529.9674,1
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1.0,1.0625,15125
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1.9477,2.0694,3870
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,2.9768,3.1628,1587
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,3.7934,4.0304,886
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,4.8341,5.1361,470
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,5.7979,6.1601,347
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,6.9539,7.3884,218
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,7.85,8.3404,226
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,8.8615,9.4152,188
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,9.4152,10.0034,154
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,10.6284,11.2924,114
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,11.998,12.7476,96
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,12.7476,13.544,91
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,13.544,14.3902,92
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,14.3902,15.2892,80
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,15.2892,16.2445,69
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,16.2445,17.2594,63
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,17.2594,18.3377,43
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,18.3377,19.4834,32
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,19.4834,20.7007,26
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,20.7007,21.994,15
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,21.994,23.3681,42
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,23.3681,24.8281,16
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,24.8281,26.3793,32
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,26.3793,28.0274,28
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,28.0274,29.7785,18
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,29.7785,31.639,36
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,31.639,33.6157,39
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,33.6157,35.7159,38
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,35.7159,37.9473,27
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,37.9473,40.3182,56
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,40.3182,42.8372,31
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,42.8372,45.5135,47
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,45.5135,48.3571,49
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,48.3571,51.3783,31
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,51.3783,54.5883,38
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,54.5883,57.9988,41
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,57.9988,61.6224,41
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,61.6224,65.4724,53
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,65.4724,69.563,32
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,69.563,73.9091,37
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,73.9091,78.5267,48
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,78.5267,83.4329,23
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,83.4329,88.6455,19
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,88.6455,94.1839,18
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,94.1839,100.0682,20
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,100.0682,106.3202,24
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,106.3202,112.9628,17
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,112.9628,120.0205,13
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,120.0205,127.519,19
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,127.519,135.4861,23
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,135.4861,143.9509,27
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,143.9509,152.9446,21
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,152.9446,162.5001,39
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,162.5001,172.6527,20
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,172.6527,183.4396,18
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,183.4396,194.9004,21
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,194.9004,207.0773,15
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,207.0773,220.0149,17
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,220.0149,233.7609,11
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,233.7609,248.3657,12
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,248.3657,263.8829,7
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,263.8829,280.3696,13
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,280.3696,297.8864,9
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,297.8864,316.4975,10
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,316.4975,336.2714,9
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,336.2714,357.2808,13
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,357.2808,379.6028,14
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,379.6028,403.3193,18
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,403.3193,428.5177,17
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,428.5177,455.2903,13
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,455.2903,483.7357,21
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,483.7357,513.9582,28
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,513.9582,546.069,12
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,546.069,580.1859,7
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,580.1859,616.4344,5
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,616.4344,654.9476,9
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,654.9476,695.867,3
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,739.3429,785.5351,5
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,785.5351,834.6133,4
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,834.6133,886.7577,1
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,886.7577,942.16,3
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,942.16,1001.0237,4
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1001.0237,1063.565,5
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1063.565,1130.0138,3
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1130.0138,1200.6141,4
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1200.6141,1275.6253,6
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1275.6253,1355.323,6
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1355.323,1440.0,4
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1440.0,1529.9674,1
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1529.9674,1625.5557,2
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1625.5557,1727.1162,2
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1727.1162,1835.0219,8
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1835.0219,1949.6692,3
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,1949.6692,2071.4794,2
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,2071.4794,2200.9,14
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,2200.9,2338.4064,34
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,2338.4064,2484.5039,25
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,2484.5039,2639.7291,11
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,2639.7291,2804.6525,15
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,2804.6525,2979.8798,10
00_09_30_to_00_10_09,train,seaside,1920x1080,none,1165,2979.8798,3166.0548,9
