video,split,scene,resolution,frame,variant,gt_x,gt_y,gt_w,gt_h,gt_area,best_coverage,matched_blob_area,n_blobs_in_frame
00_01_52_to_00_01_58,train,seaside,1920x1080,53,none,281.0,246.0,68.0,42.0,2856.0,0.296218,414,66
00_01_52_to_00_01_58,train,seaside,1920x1080,54,none,296.0,246.0,68.0,42.0,2856.0,0.279762,424,70
00_01_52_to_00_01_58,train,seaside,1920x1080,55,none,314.0,247.0,68.0,42.0,2856.0,0.306022,448,61
00_01_52_to_00_01_58,train,seaside,1920x1080,56,none,330.0,247.0,68.0,42.0,2856.0,0.418768,523,66
00_01_52_to_00_01_58,train,seaside,1920x1080,57,none,346.0,250.0,68.0,42.0,2856.0,0.402661,403,67
00_01_52_to_00_01_58,train,seaside,1920x1080,58,none,362.0,250.0,68.0,42.0,2856.0,0.418768,490,71
00_01_52_to_00_01_58,train,seaside,1920x1080,59,none,380.0,248.0,68.0,42.0,2856.0,0.442927,482,66
00_01_52_to_00_01_58,train,seaside,1920x1080,60,none,395.0,246.0,68.0,42.0,2856.0,0.389706,473,78
00_01_52_to_00_01_58,train,seaside,1920x1080,61,none,415.0,249.0,68.0,42.0,2856.0,0.426821,443,64
00_01_52_to_00_01_58,train,seaside,1920x1080,62,none,431.0,247.0,68.0,42.0,2856.0,0.266106,338,72
00_01_52_to_00_01_58,train,seaside,1920x1080,63,none,444.0,247.0,68.0,42.0,2856.0,0.339286,481,86
00_01_52_to_00_01_58,train,seaside,1920x1080,64,none,460.0,250.0,68.0,42.0,2856.0,0.29937,506,75
00_01_52_to_00_01_58,train,seaside,1920x1080,65,none,480.0,250.0,68.0,42.0,2856.0,0.453782,574,75
00_01_52_to_00_01_58,train,seaside,1920x1080,66,none,495.0,251.0,68.0,42.0,2856.0,0.418768,552,87
00_01_52_to_00_01_58,train,seaside,1920x1080,67,none,513.0,252.0,68.0,42.0,2856.0,0.426821,522,78
00_01_52_to_00_01_58,train,seaside,1920x1080,68,none,528.0,252.0,68.0,42.0,2856.0,0.618697,573,71
00_01_52_to_00_01_58,train,seaside,1920x1080,69,none,548.0,252.0,68.0,42.0,2856.0,0.410714,532,79
00_01_52_to_00_01_58,train,seaside,1920x1080,70,none,561.0,250.0,68.0,42.0,2856.0,0.402661,521,77
00_01_52_to_00_01_58,train,seaside,1920x1080,71,none,581.0,253.0,68.0,42.0,2856.0,0.462185,521,75
00_01_52_to_00_01_58,train,seaside,1920x1080,72,none,597.0,253.0,68.0,42.0,2856.0,0.319328,446,82
00_01_52_to_00_01_58,train,seaside,1920x1080,73,none,612.0,253.0,68.0,42.0,2856.0,0.52521,602,74
00_01_52_to_00_01_58,train,seaside,1920x1080,74,none,628.0,254.0,68.0,42.0,2856.0,0.45098,568,73
00_01_52_to_00_01_58,train,seaside,1920x1080,75,none,651.0,254.0,68.0,42.0,2856.0,0.436975,552,91
00_01_52_to_00_01_58,train,seaside,1920x1080,76,none,664.0,252.0,68.0,42.0,2856.0,0.445378,569,78
00_01_52_to_00_01_58,train,seaside,1920x1080,77,none,682.0,255.0,68.0,42.0,2856.0,0.428571,551,73
00_01_52_to_00_01_58,train,seaside,1920x1080,78,none,697.0,255.0,68.0,42.0,2856.0,0.445378,561,73
00_01_52_to_00_01_58,train,seaside,1920x1080,79,none,715.0,255.0,68.0,42.0,2856.0,0.308824,484,67
00_01_52_to_00_01_58,train,seaside,1920x1080,80,none,733.0,255.0,68.0,42.0,2856.0,0.377451,393,69
00_01_52_to_00_01_58,train,seaside,1920x1080,81,none,751.0,258.0,68.0,42.0,2856.0,0.315126,479,67
00_01_52_to_00_01_58,train,seaside,1920x1080,82,none,766.0,256.0,68.0,42.0,2856.0,0.386555,488,70
00_01_52_to_00_01_58,train,seaside,1920x1080,83,none,782.0,257.0,68.0,42.0,2856.0,0.370448,471,68
00_01_52_to_00_01_58,train,seaside,1920x1080,84,none,795.0,257.0,68.0,42.0,2856.0,0.296218,391,75
00_01_52_to_00_01_58,train,seaside,1920x1080,85,none,818.0,257.0,68.0,42.0,2856.0,0.357143,517,73
00_01_52_to_00_01_58,train,seaside,1920x1080,86,none,834.0,257.0,68.0,42.0,2856.0,0.394608,556,70
00_01_52_to_00_01_58,train,seaside,1920x1080,87,none,852.0,262.0,68.0,42.0,2856.0,0.296218,439,72
00_01_52_to_00_01_58,train,seaside,1920x1080,88,none,868.0,260.0,68.0,42.0,2856.0,0.308824,444,65
00_01_52_to_00_01_58,train,seaside,1920x1080,89,none,884.0,258.0,68.0,42.0,2856.0,0.296218,442,68
00_01_52_to_00_01_58,train,seaside,1920x1080,90,none,900.0,261.0,68.0,42.0,2856.0,0.394608,496,95
00_01_52_to_00_01_58,train,seaside,1920x1080,91,none,920.0,261.0,68.0,42.0,2856.0,0.40056,550,79
00_01_52_to_00_01_58,train,seaside,1920x1080,92,none,935.0,259.0,68.0,42.0,2856.0,0.453782,525,73
00_01_52_to_00_01_58,train,seaside,1920x1080,93,none,950.0,260.0,68.0,42.0,2856.0,0.442927,559,87
00_01_52_to_00_01_58,train,seaside,1920x1080,94,none,968.0,261.0,68.0,42.0,2856.0,0.434874,521,75
00_01_52_to_00_01_58,train,seaside,1920x1080,95,none,988.0,262.0,68.0,42.0,2856.0,0.415966,502,75
00_01_52_to_00_01_58,train,seaside,1920x1080,96,none,1001.0,263.0,68.0,42.0,2856.0,0.415966,532,83
00_01_52_to_00_01_58,train,seaside,1920x1080,97,none,1024.0,264.0,68.0,42.0,2856.0,0.577731,566,81
00_01_52_to_00_01_58,train,seaside,1920x1080,98,none,1035.0,262.0,68.0,42.0,2856.0,0.442927,576,72
00_01_52_to_00_01_58,train,seaside,1920x1080,99,none,1053.0,262.0,68.0,42.0,2856.0,0.495798,559,83
00_01_52_to_00_01_58,train,seaside,1920x1080,100,none,1069.0,267.0,68.0,42.0,2856.0,0.507703,592,80
00_01_52_to_00_01_58,train,seaside,1920x1080,101,none,1084.0,268.0,68.0,42.0,2856.0,0.662115,672,72
00_01_52_to_00_01_58,train,seaside,1920x1080,102,none,1102.0,266.0,68.0,42.0,2856.0,0.598739,668,74
00_01_52_to_00_01_58,train,seaside,1920x1080,103,none,1120.0,267.0,68.0,42.0,2856.0,0.658613,687,78
00_01_52_to_00_01_58,train,seaside,1920x1080,104,none,1138.0,268.0,68.0,42.0,2856.0,0.694678,745,77
00_01_52_to_00_01_58,train,seaside,1920x1080,105,none,1153.0,269.0,68.0,42.0,2856.0,0.705532,790,108
00_01_52_to_00_01_58,train,seaside,1920x1080,106,none,1168.0,267.0,68.0,42.0,2856.0,0.554622,743,81
00_01_52_to_00_01_58,train,seaside,1920x1080,107,none,1186.0,268.0,68.0,42.0,2856.0,0.738095,853,73
00_01_52_to_00_01_58,train,seaside,1920x1080,108,none,1202.0,266.0,68.0,42.0,2856.0,0.714286,793,82
00_01_52_to_00_01_58,train,seaside,1920x1080,109,none,1217.0,267.0,74.0,44.0,3256.0,0.675983,837,75
00_01_52_to_00_01_58,train,seaside,1920x1080,110,none,1233.0,268.0,74.0,44.0,3256.0,0.697789,806,68
00_01_52_to_00_01_58,train,seaside,1920x1080,111,none,1249.0,266.0,74.0,44.0,3256.0,0.710074,862,63
00_01_52_to_00_01_58,train,seaside,1920x1080,112,none,1265.0,271.0,74.0,44.0,3256.0,0.689189,896,63
00_01_52_to_00_01_58,train,seaside,1920x1080,113,none,1281.0,269.0,74.0,44.0,3256.0,0.699631,848,59
00_01_52_to_00_01_58,train,seaside,1920x1080,114,none,1294.0,270.0,74.0,44.0,3256.0,0.710074,834,76
00_01_52_to_00_01_58,train,seaside,1920x1080,115,none,1310.0,270.0,74.0,44.0,3256.0,0.666462,845,59
00_01_52_to_00_01_58,train,seaside,1920x1080,116,none,1325.0,273.0,74.0,44.0,3256.0,0.675983,873,60
00_01_52_to_00_01_58,train,seaside,1920x1080,117,none,1343.0,273.0,74.0,44.0,3256.0,0.672604,857,64
00_01_52_to_00_01_58,train,seaside,1920x1080,118,none,1359.0,271.0,74.0,44.0,3256.0,0.739865,859,49
00_01_52_to_00_01_58,train,seaside,1920x1080,119,none,1374.0,274.0,74.0,44.0,3256.0,0.710074,851,51
00_01_52_to_00_01_58,train,seaside,1920x1080,120,none,1392.0,272.0,74.0,44.0,3256.0,0.679054,846,71
00_01_52_to_00_01_58,train,seaside,1920x1080,121,none,1408.0,273.0,74.0,44.0,3256.0,0.658784,775,58
00_01_52_to_00_01_58,train,seaside,1920x1080,122,none,1424.0,273.0,74.0,44.0,3256.0,0.658477,702,50
00_01_52_to_00_01_58,train,seaside,1920x1080,123,none,1440.0,274.0,74.0,44.0,3256.0,0.679054,715,54
00_01_52_to_00_01_58,train,seaside,1920x1080,124,none,1455.0,277.0,74.0,44.0,3256.0,0.730958,758,43
00_01_52_to_00_01_58,train,seaside,1920x1080,125,none,1471.0,277.0,74.0,44.0,3256.0,0.668919,815,42
00_01_52_to_00_01_58,train,seaside,1920x1080,126,none,1484.0,278.0,74.0,44.0,3256.0,0.751843,870,47
00_01_52_to_00_01_58,train,seaside,1920x1080,127,none,1497.0,278.0,74.0,44.0,3256.0,0.681818,855,46
00_01_52_to_00_01_58,train,seaside,1920x1080,128,none,1513.0,278.0,74.0,44.0,3256.0,0.709459,823,41
00_01_52_to_00_01_58,train,seaside,1920x1080,129,none,1529.0,278.0,74.0,44.0,3256.0,0.772727,864,50
00_01_52_to_00_01_58,train,seaside,1920x1080,130,none,1544.0,279.0,74.0,44.0,3256.0,0.709459,836,37
00_01_52_to_00_01_58,train,seaside,1920x1080,131,none,1555.0,280.0,74.0,44.0,3256.0,0.751843,729,38
00_01_52_to_00_01_58,train,seaside,1920x1080,132,none,1571.0,283.0,74.0,44.0,3256.0,0.654177,668,33
00_01_52_to_00_01_58,train,seaside,1920x1080,133,none,1586.0,283.0,74.0,44.0,3256.0,0.678133,694,23
00_01_52_to_00_01_58,train,seaside,1920x1080,134,none,1602.0,284.0,74.0,44.0,3256.0,0.685504,664,24
00_01_52_to_00_01_58,train,seaside,1920x1080,135,none,1613.0,280.0,74.0,44.0,3256.0,0.614558,695,30
00_01_52_to_00_01_58,train,seaside,1920x1080,136,none,1631.0,283.0,74.0,44.0,3256.0,0.596744,678,19
00_01_52_to_00_01_58,train,seaside,1920x1080,137,none,1644.0,283.0,74.0,44.0,3256.0,0.727273,704,19
00_01_52_to_00_01_58,train,seaside,1920x1080,138,none,1660.0,283.0,74.0,44.0,3256.0,0.605651,662,30
00_01_52_to_00_01_58,train,seaside,1920x1080,139,none,1675.0,284.0,74.0,44.0,3256.0,0.717445,696,19
00_01_52_to_00_01_58,train,seaside,1920x1080,140,none,1690.0,285.0,74.0,44.0,3256.0,0.587838,706,20
00_01_52_to_00_01_58,train,seaside,1920x1080,141,none,1705.0,286.0,74.0,44.0,3256.0,0.709459,722,17
00_01_52_to_00_01_58,train,seaside,1920x1080,142,none,1716.0,286.0,74.0,44.0,3256.0,0.656941,738,18
00_01_52_to_00_01_58,train,seaside,1920x1080,143,none,1731.0,287.0,74.0,44.0,3256.0,0.672604,788,20
00_01_52_to_00_01_58,train,seaside,1920x1080,144,none,1746.0,287.0,74.0,44.0,3256.0,0.72973,789,27
00_01_52_to_00_01_58,train,seaside,1920x1080,145,none,1759.0,285.0,74.0,44.0,3256.0,0.72973,823,13
00_01_52_to_00_01_58,train,seaside,1920x1080,146,none,1774.0,286.0,74.0,44.0,3256.0,0.717445,770,15
00_01_52_to_00_01_58,train,seaside,1920x1080,147,none,1782.0,287.0,74.0,44.0,3256.0,0.75,814,21
00_01_52_to_00_01_58,train,seaside,1920x1080,148,none,1804.0,287.0,74.0,44.0,3256.0,0.64742,824,13
00_01_52_to_00_01_58,train,seaside,1920x1080,149,none,1814.0,287.0,74.0,44.0,3256.0,0.697789,832,10
00_01_52_to_00_01_58,train,seaside,1920x1080,150,none,1827.0,287.0,74.0,44.0,3256.0,0.666462,785,30
00_01_52_to_00_01_58,train,seaside,1920x1080,151,none,1838.0,288.0,74.0,44.0,3256.0,0.727273,855,9
00_01_52_to_00_01_58,train,seaside,1920x1080,152,none,1855.0,291.0,61.0,43.0,2623.0,0.641632,812,9
00_01_52_to_00_01_58,train,seaside,1920x1080,153,none,1863.0,290.0,56.0,46.0,2576.0,0.68323,753,14
00_01_52_to_00_01_58,train,seaside,1920x1080,154,none,1879.0,290.0,56.0,46.0,2576.0,0.525233,559,12
00_01_52_to_00_01_58,train,seaside,1920x1080,155,none,1879.0,290.0,56.0,46.0,2576.0,0.11646,163,15
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,0,none,708.0,757.0,15.0,13.0,195.0,0.0,0,0
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,1,none,707.0,758.0,15.0,12.0,180.0,0.0,1,126
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,2,none,707.0,757.0,15.0,13.0,195.0,0.0,1,129
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,3,none,706.0,759.0,16.0,11.0,176.0,0.011364,2,129
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,4,none,703.0,758.0,18.0,11.0,198.0,0.030303,4,129
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,5,none,704.0,758.0,16.0,12.0,192.0,0.020833,4,131
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,6,none,703.0,758.0,18.0,12.0,216.0,0.027778,4,131
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,7,none,701.0,758.0,17.0,11.0,187.0,0.032086,4,129
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,8,none,701.0,758.0,17.0,12.0,204.0,0.073529,7,137
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,9,none,699.0,757.0,19.0,11.0,209.0,0.172249,17,146
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,10,none,698.0,758.0,19.0,12.0,228.0,0.065789,10,150
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,11,none,700.0,758.0,15.0,10.0,150.0,0.1,8,145
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,12,none,700.0,757.0,15.0,12.0,180.0,0.233333,18,170
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,13,none,699.0,758.0,13.0,12.0,156.0,0.269231,19,171
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,14,none,698.0,757.0,14.0,12.0,168.0,0.107143,10,167
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,15,none,696.0,758.0,16.0,11.0,176.0,0.136364,16,175
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,16,none,695.0,758.0,16.0,12.0,192.0,0.21875,22,173
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,17,none,694.0,758.0,15.0,12.0,180.0,0.111111,12,186
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,18,none,694.0,757.0,16.0,12.0,192.0,0.182292,16,195
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,19,none,693.0,757.0,17.0,11.0,187.0,0.28877,26,189
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,20,none,693.0,757.0,15.0,11.0,165.0,0.090909,10,176
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,21,none,692.0,758.0,15.0,11.0,165.0,0.121212,13,199
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,22,none,692.0,758.0,16.0,11.0,176.0,0.272727,22,201
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,23,none,692.0,758.0,14.0,11.0,154.0,0.155844,14,198
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,24,none,690.0,757.0,16.0,12.0,192.0,0.09375,12,233
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,25,none,690.0,758.0,14.0,11.0,154.0,0.194805,14,223
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,26,none,690.0,758.0,15.0,11.0,165.0,0.290909,27,227
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,27,none,689.0,757.0,15.0,11.0,165.0,0.145455,15,230
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,28,none,688.0,757.0,16.0,11.0,176.0,0.113636,14,222
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,29,none,688.0,757.0,15.0,11.0,165.0,0.218182,19,258
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,30,none,687.0,756.0,16.0,12.0,192.0,0.09375,12,268
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,31,none,686.0,757.0,14.0,10.0,140.0,0.171429,15,260
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,32,none,685.0,756.0,16.0,12.0,192.0,0.104167,15,261
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,33,none,684.0,756.0,16.0,12.0,192.0,0.15625,14,283
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,34,none,684.0,756.0,15.0,13.0,195.0,0.102564,13,276
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,35,none,683.0,756.0,16.0,13.0,208.0,0.288462,29,263
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,36,none,682.0,755.0,16.0,12.0,192.0,0.401042,31,295
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,37,none,681.0,755.0,16.0,14.0,224.0,0.111607,15,290
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,38,none,681.0,755.0,16.0,13.0,208.0,0.120192,16,288
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,39,none,680.0,754.0,16.0,14.0,224.0,0.142857,19,287
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,40,none,678.0,754.0,18.0,14.0,252.0,0.15873,19,303
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,41,none,677.0,753.0,19.0,15.0,285.0,0.105263,15,307
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,42,none,676.0,753.0,19.0,15.0,285.0,0.231579,30,325
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,43,none,676.0,753.0,19.0,15.0,285.0,0.270175,30,289
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,44,none,675.0,753.0,19.0,15.0,285.0,0.221053,28,308
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,45,none,675.0,753.0,19.0,15.0,285.0,0.270175,32,325
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,46,none,674.0,753.0,19.0,15.0,285.0,0.270175,34,314
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,47,none,674.0,753.0,19.0,15.0,285.0,0.294737,34,293
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,48,none,672.0,753.0,19.0,15.0,285.0,0.105263,16,319
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,49,none,672.0,752.0,19.0,15.0,285.0,0.168421,22,310
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,50,none,671.0,752.0,19.0,15.0,285.0,0.157895,23,307
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,51,none,670.0,752.0,19.0,15.0,285.0,0.105263,18,309
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,52,none,669.0,752.0,19.0,15.0,285.0,0.294737,39,286
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,53,none,669.0,752.0,19.0,15.0,285.0,0.168421,25,283
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,54,none,668.0,752.0,19.0,15.0,285.0,0.294737,38,275
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,55,none,667.0,751.0,19.0,15.0,285.0,0.147368,19,258
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,56,none,666.0,751.0,19.0,15.0,285.0,0.189474,29,260
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,57,none,666.0,751.0,19.0,15.0,285.0,0.189474,27,275
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,58,none,666.0,751.0,19.0,15.0,285.0,0.147368,23,260
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,59,none,666.0,751.0,19.0,15.0,285.0,0.168421,21,247
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,60,none,665.0,751.0,19.0,15.0,285.0,0.319298,37,261
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,61,none,665.0,751.0,17.0,14.0,238.0,0.352941,37,240
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,62,none,662.0,750.0,17.0,15.0,255.0,0.117647,18,243
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,63,none,662.0,751.0,17.0,13.0,221.0,0.253394,24,241
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,64,none,662.0,751.0,16.0,12.0,192.0,0.28125,25,229
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,65,none,661.0,751.0,15.0,13.0,195.0,0.323077,28,222
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,66,none,659.0,751.0,19.0,11.0,209.0,0.301435,30,230
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,67,none,659.0,751.0,18.0,11.0,198.0,0.212121,24,208
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,68,none,658.0,749.0,19.0,15.0,285.0,0.122807,22,211
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,69,none,658.0,749.0,19.0,15.0,285.0,0.196491,25,225
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,70,none,657.0,749.0,19.0,15.0,285.0,0.122807,19,215
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,71,none,655.0,749.0,19.0,15.0,285.0,0.17193,23,199
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,72,none,655.0,749.0,19.0,15.0,285.0,0.147368,23,243
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,73,none,654.0,748.0,19.0,15.0,285.0,0.245614,30,211
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,74,none,653.0,748.0,19.0,15.0,285.0,0.221053,27,209
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,75,none,652.0,748.0,19.0,15.0,285.0,0.17193,24,194
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,76,none,652.0,748.0,19.0,15.0,285.0,0.392982,45,171
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,77,none,651.0,748.0,19.0,15.0,285.0,0.105263,20,195
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,78,none,650.0,748.0,19.0,15.0,285.0,0.147368,22,192
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,79,none,649.0,748.0,19.0,15.0,285.0,0.147368,21,178
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,80,none,648.0,748.0,19.0,15.0,285.0,0.147368,21,169
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,81,none,647.0,748.0,19.0,15.0,285.0,0.17193,24,190
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,82,none,646.0,748.0,19.0,15.0,285.0,0.168421,24,183
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,83,none,645.0,748.0,19.0,15.0,285.0,0.147368,21,164
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,84,none,644.0,748.0,19.0,15.0,285.0,0.280702,34,176
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,85,none,643.0,748.0,19.0,15.0,285.0,0.421053,50,164
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,86,none,642.0,748.0,19.0,15.0,285.0,0.17193,26,158
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,87,none,642.0,748.0,19.0,14.0,266.0,0.184211,20,156
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,88,none,643.0,749.0,17.0,12.0,204.0,0.240196,24,159
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,89,none,642.0,748.0,20.0,13.0,260.0,0.269231,29,167
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,90,none,640.0,748.0,20.0,14.0,280.0,0.25,31,163
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,91,none,640.0,748.0,18.0,12.0,216.0,0.555556,44,151
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,92,none,638.0,747.0,19.0,15.0,285.0,0.196491,25,161
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,93,none,637.0,747.0,19.0,15.0,285.0,0.17193,25,160
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,94,none,636.0,747.0,19.0,15.0,285.0,0.196491,29,156
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,95,none,636.0,747.0,19.0,15.0,285.0,0.421053,55,137
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,96,none,635.0,747.0,19.0,15.0,285.0,0.368421,50,155
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,97,none,635.0,747.0,19.0,15.0,285.0,0.196491,29,148
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,98,none,633.0,746.0,19.0,15.0,285.0,0.196491,27,145
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,99,none,632.0,746.0,19.0,14.0,266.0,0.210526,28,146
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,100,none,631.0,747.0,21.0,14.0,294.0,0.272109,32,133
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,101,none,631.0,748.0,19.0,13.0,247.0,0.323887,31,132
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,102,none,629.0,747.0,19.0,12.0,228.0,0.385965,35,127
00_02_45_to_00_03_10_cut,train,seaside,1920x1080,103,none,629.0,747.0,19.0,12.0,228.0,0.245614,26,126
